local,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
GALINHOS,2013,MEL,mergulho livre,active,0.7,215.6,0.0032467532467532465,,,
GALINHOS,2013,PUC,puçá,active,0.7,215.6,0.0032467532467532465,,,
GALINHOS,2013,RAG,rede agulha,passive,0.0,215.6,0.0,,,
GALINHOS,2013,RCA,rede caçoeira,passive,1.7,215.6,0.007884972170686457,,,
GALINHOS,2013,RES,rede de espera,passive,47.0,215.6,0.21799628942486085,,,
GALINHOS,2013,RTP,rede de tapagem,passive,0.0,215.6,0.0,,,
GALINHOS,2013,SRD,sardinheira,active,1.8,215.6,0.008348794063079777,,,
GALINHOS,2013,TNR,tainheira,active,34.0,215.6,0.15769944341372913,,,
GALINHOS,2013,TRF,tarrafa,active,0.0,215.6,0.0,,,
GALINHOS,2013,TRM,tresmalho,passive,63.7,215.6,0.29545454545454547,,,
GALINHOS,2014,APA,arrasto de praia,active,0.0,94.3,0.0,,,
GALINHOS,2014,APO,arrasto de porta,active,0.0,94.3,0.0,,,
GALINHOS,2014,CMN,coleta manual,active,0.9,94.3,0.009544008483563097,,,
GALINHOS,2014,CMP,compressor,active,0.5,94.3,0.005302226935312832,,,
GALINHOS,2014,CPL,covo peixe e lagosta,passive,0.1,94.3,0.0010604453870625664,,,
GALINHOS,2014,CUR,curral,passive,0.0,94.3,0.0,,,
GALINHOS,2014,CVL,covo lagosta,passive,0.0,94.3,0.0,,,
GALINHOS,2014,CVP,covo peixe,passive,0.0,94.3,0.0,,,
GALINHOS,2014,JER,jereré,active,0.0,94.3,0.0,,,
GALINHOS,2014,LCP,linha e covo peixe,mixed,0.0,94.3,0.0,,,
GALINHOS,2014,LES,linha e espinhel,mixed,0.0,94.3,0.0,,,
GALINHOS,2014,LIJ,linha e jereré,mixed,31.7,94.3,0.3361611876988335,,,
GALINHOS,2014,LIN,linha,passive,4.4,94.3,0.04665959703075292,,,
GALINHOS,2014,LML,linha e mergulho livre,mixed,0.6,94.3,0.006362672322375398,,,
GALINHOS,2014,LRE,linha e rede de espera,mixed,0.6,94.3,0.006362672322375398,,,
GALINHOS,2014,MEL,mergulho livre,active,0.4,94.3,0.0042417815482502655,,,
GALINHOS,2014,PUC,puçá,active,0.0,94.3,0.0,,,
GALINHOS,2014,RAG,rede agulha,passive,0.0,94.3,0.0,,,
GALINHOS,2014,RCA,rede caçoeira,passive,0.0,94.3,0.0,,,
GALINHOS,2014,RES,rede de espera,passive,23.1,94.3,0.24496288441145284,,,
GALINHOS,2014,RTP,rede de tapagem,passive,0.0,94.3,0.0,,,
GALINHOS,2014,SRD,sardinheira,passive,0.2,94.3,0.0021208907741251328,,,
GALINHOS,2014,TNR,traineira,active,16.2,94.3,0.17179215270413573,,,
GALINHOS,2014,TRF,tarrafa,active,0.0,94.3,0.0,,,
GALINHOS,2014,TRM,tremalho,passive,15.6,94.3,0.16542948038176034,,,
GALINHOS,2015,APA,arrasto de praia,active,0.4,88.7,0.004509582863585118,,,
GALINHOS,2015,APO,arrasto de porta,active,0.0,88.7,0.0,,,
GALINHOS,2015,CMN,coleta manual,active,1.9,88.7,0.02142051860202931,,,
GALINHOS,2015,CMP,compressor,active,0.0,88.7,0.0,,,
GALINHOS,2015,COQ,coqueiro,active,0.0,88.7,0.0,,,
GALINHOS,2015,CPL,covo peixe e lagosta,passive,0.0,88.7,0.0,,,
GALINHOS,2015,CUR,curral,passive,0.0,88.7,0.0,,,
GALINHOS,2015,CVL,covo lagosta,passive,0.0,88.7,0.0,,,
GALINHOS,2015,CVP,covo peixe,passive,0.0,88.7,0.0,,,
GALINHOS,2015,JER,jereré,active,0.0,88.7,0.0,,,
GALINHOS,2015,LCL,linha e covo lagosta,mixed,0.0,88.7,0.0,,,
GALINHOS,2015,LCP,linha e covo peixe,mixed,0.0,88.7,0.0,,,
GALINHOS,2015,LES,linha e espinhel,mixed,0.0,88.7,0.0,,,
GALINHOS,2015,LIJ,linha e jereré,mixed,6.7,88.7,0.07553551296505073,,,
GALINHOS,2015,LIN,linha,passive,9.1,88.7,0.10259301014656144,,,
GALINHOS,2015,LRE,linha e rede de espera,mixed,0.0,88.7,0.0,,,
GALINHOS,2015,MEL,mergulho livre,active,0.9,88.7,0.010146561443066516,,,
GALINHOS,2015,PUC,puçá,active,0.0,88.7,0.0,,,
GALINHOS,2015,RAG,rede agulha,passive,0.0,88.7,0.0,,,
GALINHOS,2015,RCA,rede caçoeira,passive,0.0,88.7,0.0,,,
GALINHOS,2015,RES,rede de espera,passive,31.8,88.7,0.35851183765501693,,,
GALINHOS,2015,RTP,rede de tapagem,passive,0.0,88.7,0.0,,,
GALINHOS,2015,SRD,sardinheira,passive,4.4,88.7,0.04960541149943631,,,
GALINHOS,2015,TNR,traineira,active,16.4,88.7,0.18489289740698983,,,
GALINHOS,2015,TRF,tarrafa,active,0.0,88.7,0.0,,,
GALINHOS,2015,TRM,tremalho,passive,17.1,88.7,0.19278466741826383,,,
GALINHOS,2016,APA,arrasto de praia,active,1.3,202.8,0.00641025641025641,,,
GALINHOS,2016,APO,arrasto de porta,active,0.0,202.8,0.0,,,
GALINHOS,2016,CMN,coleta manual,active,4.9,202.8,0.02416173570019724,,,
GALINHOS,2016,CMP,compressor,active,1.0,202.8,0.004930966469428008,,,
GALINHOS,2016,COQ,coqueiro,active,0.0,202.8,0.0,,,
GALINHOS,2016,CPL,covo peixe e lagosta,passive,0.2,202.8,0.0009861932938856016,,,
GALINHOS,2016,CUR,curral,passive,0.0,202.8,0.0,,,
GALINHOS,2016,CVL,covo lagosta,passive,0.3,202.8,0.0014792899408284023,,,
GALINHOS,2016,CVP,covo peixe,passive,0.0,202.8,0.0,,,
GALINHOS,2016,JER,jereré,active,0.0,202.8,0.0,,,
GALINHOS,2016,LCL,linha e covo lagosta,mixed,0.0,202.8,0.0,,,
GALINHOS,2016,LCP,linha e covo peixe,mixed,0.0,202.8,0.0,,,
GALINHOS,2016,LES,linha e espinhel,mixed,0.0,202.8,0.0,,,
GALINHOS,2016,LIJ,linha e jereré,mixed,28.8,202.8,0.14201183431952663,,,
GALINHOS,2016,LIN,linha,passive,14.6,202.8,0.07199211045364891,,,
GALINHOS,2016,LML,linha e mergulho livre,mixed,1.4,202.8,0.00690335305719921,,,
GALINHOS,2016,LRE,linha e rede de espera,mixed,0.2,202.8,0.0009861932938856016,,,
GALINHOS,2016,MEL,mergulho livre,active,1.1,202.8,0.005424063116370809,,,
GALINHOS,2016,PUC,puçá,active,0.0,202.8,0.0,,,
GALINHOS,2016,RAG,rede agulha,passive,0.0,202.8,0.0,,,
GALINHOS,2016,RCA,rede caçoeira,passive,0.4,202.8,0.0019723865877712033,,,
GALINHOS,2016,RES,rede de espera,passive,60.1,202.8,0.2963510848126233,,,
GALINHOS,2016,RTP,rede de tapagem,passive,0.0,202.8,0.0,,,
GALINHOS,2016,SRD,sardinheira,passive,3.2,202.8,0.015779092702169626,,,
GALINHOS,2016,TNR,traineira,active,32.7,202.8,0.16124260355029588,,,
GALINHOS,2016,TRF,tarrafa,active,0.0,202.8,0.0,,,
GALINHOS,2016,TRM,tremalho,passive,52.6,202.8,0.2593688362919132,,,
GALINHOS,2017,APA,arrasto de praia,active,2.4,203.89999999999998,0.011770475723393821,,,
GALINHOS,2017,APO,arrasto de porta,active,0.1,203.89999999999998,0.0004904364884747426,,,
GALINHOS,2017,CMN,coleta manual,active,2.3,203.89999999999998,0.011280039234919078,,,
GALINHOS,2017,CMP,compressor,active,1.1,203.89999999999998,0.005394801373222169,,,
GALINHOS,2017,COQ,coqueiro,active,0.0,203.89999999999998,0.0,,,
GALINHOS,2017,CPL,covo peixe e lagosta,passive,0.2,203.89999999999998,0.000980872976949485,,,
GALINHOS,2017,CUR,curral,passive,0.0,203.89999999999998,0.0,,,
GALINHOS,2017,CVL,covo lagosta,passive,0.4,203.89999999999998,0.00196174595389897,,,
GALINHOS,2017,CVP,covo peixe,passive,0.0,203.89999999999998,0.0,,,
GALINHOS,2017,JER,jereré,active,0.0,203.89999999999998,0.0,,,
GALINHOS,2017,LCL,linha e covo lagosta,mixed,0.0,203.89999999999998,0.0,,,
GALINHOS,2017,LCP,linha e covo peixe,mixed,0.0,203.89999999999998,0.0,,,
GALINHOS,2017,LES,linha e espinhel,mixed,0.0,203.89999999999998,0.0,,,
GALINHOS,2017,LIJ,linha e jereré,mixed,39.5,203.89999999999998,0.19372241294752332,,,
GALINHOS,2017,LIN,linha,passive,15.9,203.89999999999998,0.07797940166748407,,,
GALINHOS,2017,LML,linha e mergulho livre,mixed,1.8,203.89999999999998,0.008827856792545366,,,
GALINHOS,2017,LRE,linha e rede de espera,mixed,0.5,203.89999999999998,0.002452182442373713,,,
GALINHOS,2017,MEL,mergulho livre,active,1.0,203.89999999999998,0.004904364884747426,,,
GALINHOS,2017,PUC,puçá,active,0.0,203.89999999999998,0.0,,,
GALINHOS,2017,RAG,rede agulha,passive,0.0,203.89999999999998,0.0,,,
GALINHOS,2017,RCA,rede caçoeira,passive,1.2,203.89999999999998,0.005885237861696911,,,
GALINHOS,2017,RES,rede de espera,passive,53.5,203.89999999999998,0.2623835213339873,,,
GALINHOS,2017,RTP,rede de tapagem,passive,0.0,203.89999999999998,0.0,,,
GALINHOS,2017,SRD,sardinheira,passive,3.9,203.89999999999998,0.01912702305051496,,,
GALINHOS,2017,TNR,traineira,active,34.3,203.89999999999998,0.16821971554683668,,,
GALINHOS,2017,TRF,tarrafa,active,0.0,203.89999999999998,0.0,,,
GALINHOS,2017,TRM,tremalho,passive,45.8,203.89999999999998,0.2246199117214321,,,
GALINHOS,2018,APA,arrasto de praia,active,0.0,75.9,0.0,,,
GALINHOS,2018,APO,arrasto de porta,active,0.0,75.9,0.0,,,
GALINHOS,2018,CMN,coleta manual,active,15.6,75.9,0.20553359683794464,,,
GALINHOS,2018,CMP,compressor,active,0.0,75.9,0.0,,,
GALINHOS,2018,COQ,coqueiro,active,2.7,75.9,0.03557312252964427,,,
GALINHOS,2018,CPL,covo peixe e lagosta,passive,0.0,75.9,0.0,,,
GALINHOS,2018,CUR,curral,passive,0.0,75.9,0.0,,,
GALINHOS,2018,CVL,covo lagosta,passive,0.0,75.9,0.0,,,
GALINHOS,2018,CVP,covo peixe,passive,0.0,75.9,0.0,,,
GALINHOS,2018,JER,jereré,active,0.0,75.9,0.0,,,
GALINHOS,2018,LES,linha e espinhel,mixed,0.0,75.9,0.0,,,
GALINHOS,2018,LIJ,linha e jereré,mixed,0.4,75.9,0.005270092226613966,,,
GALINHOS,2018,LIN,linha,passive,1.3,75.9,0.017127799736495388,,,
GALINHOS,2018,LRE,linha e rede de espera,mixed,0.8,75.9,0.010540184453227932,,,
GALINHOS,2018,MEL,mergulho livre,active,0.1,75.9,0.0013175230566534915,,,
GALINHOS,2018,PUC,puçá,active,0.0,75.9,0.0,,,
GALINHOS,2018,RAG,rede agulha,passive,0.0,75.9,0.0,,,
GALINHOS,2018,RCA,rede caçoeira,passive,0.0,75.9,0.0,,,
GALINHOS,2018,RES,rede de espera,passive,19.2,75.9,0.25296442687747034,,,
GALINHOS,2018,RTP,rede de tapagem,passive,0.0,75.9,0.0,,,
GALINHOS,2018,SRD,sardinheira,passive,1.8,75.9,0.023715415019762844,,,
GALINHOS,2018,TNR,traineira,active,15.3,75.9,0.2015810276679842,,,
GALINHOS,2018,TRF,tarrafa,active,0.0,75.9,0.0,,,
GALINHOS,2018,TRM,tremalho,passive,18.7,75.9,0.24637681159420288,,,
GALINHOS,2019,APA,arrasto de praia,active,0.0,222.4,0.0,,,
GALINHOS,2019,APO,arrasto de porta,active,0.0,222.4,0.0,,,
GALINHOS,2019,CMN,coleta manual,active,46.4,222.4,0.20863309352517984,,,
GALINHOS,2019,CMP,compressor,active,0.0,222.4,0.0,,,
GALINHOS,2019,COQ,coqueiro,active,0.0,222.4,0.0,,,
GALINHOS,2019,CPL,covo peixe e lagosta,passive,0.0,222.4,0.0,,,
GALINHOS,2019,CUR,curral,passive,0.0,222.4,0.0,,,
GALINHOS,2019,CVL,covo lagosta,passive,0.0,222.4,0.0,,,
GALINHOS,2019,CVP,covo peixe,passive,0.0,222.4,0.0,,,
GALINHOS,2019,JER,jereré,active,0.0,222.4,0.0,,,
GALINHOS,2019,LCL,linha e covo lagosta,mixed,0.0,222.4,0.0,,,
GALINHOS,2019,LCP,linha e covo peixe,mixed,0.0,222.4,0.0,,,
GALINHOS,2019,LES,linha e espinhel,mixed,0.0,222.4,0.0,,,
GALINHOS,2019,LIJ,linha e jereré,mixed,26.0,222.4,0.11690647482014388,,,
GALINHOS,2019,LIN,linha,passive,3.7,222.4,0.016636690647482015,,,
GALINHOS,2019,LML,linha e mergulho livre,mixed,1.0,222.4,0.0044964028776978415,,,
GALINHOS,2019,LRE,linha e rede de espera,mixed,0.3,222.4,0.0013489208633093524,,,
GALINHOS,2019,MEL,mergulho livre,active,2.1,222.4,0.009442446043165468,,,
GALINHOS,2019,PUC,puçá,active,0.0,222.4,0.0,,,
GALINHOS,2019,RAG,rede agulha,passive,0.0,222.4,0.0,,,
GALINHOS,2019,RCA,rede caçoeira,passive,0.0,222.4,0.0,,,
GALINHOS,2019,RES,rede de espera,passive,30.8,222.4,0.13848920863309352,,,
GALINHOS,2019,RTP,rede de tapagem,passive,0.0,222.4,0.0,,,
GALINHOS,2019,SRD,sardinheira,passive,1.3,222.4,0.005845323741007194,,,
GALINHOS,2019,TNR,traineira,active,27.6,222.4,0.12410071942446044,,,
GALINHOS,2019,TRF,tarrafa,active,0.0,222.4,0.0,,,
GALINHOS,2019,TRM,tremalho,passive,83.2,222.4,0.37410071942446044,,,
GALINHOS,2020,APA,arrasto de praia,active,0.6,179.6,0.0033407572383073497,,,
GALINHOS,2020,APO,arrasto de porta,active,0.0,179.6,0.0,,,
GALINHOS,2020,CMN,coleta manual,active,46.6,179.6,0.2594654788418708,,,
GALINHOS,2020,CMP,compressor,active,0.0,179.6,0.0,,,
GALINHOS,2020,COQ,coqueiro,active,0.0,179.6,0.0,,,
GALINHOS,2020,CPL,covo peixe e lagosta,passive,0.0,179.6,0.0,,,
GALINHOS,2020,CUR,curral,passive,0.0,179.6,0.0,,,
GALINHOS,2020,CVL,covo lagosta,passive,0.0,179.6,0.0,,,
GALINHOS,2020,CVP,covo peixe,passive,0.0,179.6,0.0,,,
GALINHOS,2020,JER,jereré,active,0.0,179.6,0.0,,,
GALINHOS,2020,LCL,linha e covo lagosta,mixed,0.0,179.6,0.0,,,
GALINHOS,2020,LCP,linha e covo peixe,mixed,0.0,179.6,0.0,,,
GALINHOS,2020,LES,linha e espinhel,mixed,0.0,179.6,0.0,,,
GALINHOS,2020,LIJ,linha e jereré,mixed,19.1,179.6,0.10634743875278398,,,
GALINHOS,2020,LIN,linha,passive,3.9,179.6,0.021714922048997772,,,
GALINHOS,2020,LML,linha e mergulho livre,mixed,2.1,179.6,0.011692650334075724,,,
GALINHOS,2020,LRE,linha e rede de espera,mixed,0.0,179.6,0.0,,,
GALINHOS,2020,MEL,mergulho livre,active,0.0,179.6,0.0,,,
GALINHOS,2020,PUC,puçá,active,0.0,179.6,0.0,,,
GALINHOS,2020,RAG,rede agulha,passive,0.0,179.6,0.0,,,
GALINHOS,2020,RCA,rede caçoeira,passive,0.0,179.6,0.0,,,
GALINHOS,2020,RES,rede de espera,passive,17.9,179.6,0.09966592427616926,,,
GALINHOS,2020,RTP,rede de tapagem,passive,0.0,179.6,0.0,,,
GALINHOS,2020,SRD,sardinheira,passive,0.4,179.6,0.0022271714922049,,,
GALINHOS,2020,TNR,traineira,active,43.3,179.6,0.2410913140311804,,,
GALINHOS,2020,TRF,tarrafa,active,0.0,179.6,0.0,,,
GALINHOS,2020,TRM,tremalho,passive,45.7,179.6,0.25445434298440983,,,
GALINHOS,2021,APA,arrasto de praia,active,0.0,194.2,0.0,,,
GALINHOS,2021,APO,arrasto de porta,active,0.0,194.2,0.0,,,
GALINHOS,2021,CMN,coleta manual,active,35.8,194.2,0.184346035015448,,,
GALINHOS,2021,CMP,compressor,active,0.0,194.2,0.0,,,
GALINHOS,2021,COQ,coqueiro,active,0.0,194.2,0.0,,,
GALINHOS,2021,CPL,covo peixe e lagosta,passive,0.0,194.2,0.0,,,
GALINHOS,2021,CUR,curral,passive,0.0,194.2,0.0,,,
GALINHOS,2021,CVL,covo lagosta,passive,0.0,194.2,0.0,,,
GALINHOS,2021,CVP,covo peixe,passive,0.0,194.2,0.0,,,
GALINHOS,2021,JER,jereré,active,0.0,194.2,0.0,,,
GALINHOS,2021,LCL,linha e covo lagosta,mixed,0.0,194.2,0.0,,,
GALINHOS,2021,LCP,linha e covo peixe,mixed,0.0,194.2,0.0,,,
GALINHOS,2021,LES,linha e espinhel,mixed,0.0,194.2,0.0,,,
GALINHOS,2021,LIJ,linha e jereré,mixed,32.8,194.2,0.16889804325437693,,,
GALINHOS,2021,LIN,linha,passive,10.7,194.2,0.05509783728115345,,,
GALINHOS,2021,LML,linha e mergulho livre,mixed,3.6,194.2,0.018537590113285273,,,
GALINHOS,2021,LRE,linha e rede de espera,mixed,0.5,194.2,0.0025746652935118436,,,
GALINHOS,2021,MEL,mergulho livre,active,0.8,194.2,0.00411946446961895,,,
GALINHOS,2021,PUC,puçá,active,0.0,194.2,0.0,,,
GALINHOS,2021,RAG,rede agulha,passive,0.0,194.2,0.0,,,
GALINHOS,2021,RCA,rede caçoeira,passive,0.0,194.2,0.0,,,
GALINHOS,2021,RES,rede de espera,passive,18.1,194.2,0.09320288362512874,,,
GALINHOS,2021,RTP,rede de tapagem,passive,0.0,194.2,0.0,,,
GALINHOS,2021,SRD,sardinheira,passive,0.2,194.2,0.0010298661174047376,,,
GALINHOS,2021,TNR,traineira,active,58.1,194.2,0.29917610710607623,,,
GALINHOS,2021,TRF,tarrafa,active,0.0,194.2,0.0,,,
GALINHOS,2021,TRM,tremalho,passive,33.6,194.2,0.1730175077239959,,,
GALINHOS,2022,APO,arrasto de porta,active,0.0,197.5,0.0,,,
GALINHOS,2022,CMN,coleta manual,active,49.6,197.5,0.25113924050632913,,,
GALINHOS,2022,CMP,compressor,active,0.0,197.5,0.0,,,
GALINHOS,2022,COQ,coqueiro,active,0.0,197.5,0.0,,,
GALINHOS,2022,CPL,covo peixe e lagosta,passive,0.0,197.5,0.0,,,
GALINHOS,2022,CUR,curral,passive,0.0,197.5,0.0,,,
GALINHOS,2022,CVL,covo lagosta,passive,0.0,197.5,0.0,,,
GALINHOS,2022,CVP,covo peixe,passive,0.0,197.5,0.0,,,
GALINHOS,2022,LES,linha e espinhel,mixed,0.0,197.5,0.0,,,
GALINHOS,2022,LIJ,linha e jereré,mixed,18.5,197.5,0.09367088607594937,,,
GALINHOS,2022,LIN,linha,passive,12.9,197.5,0.06531645569620254,,,
GALINHOS,2022,LML,linha e mergulho livre,mixed,4.2,197.5,0.021265822784810127,,,
GALINHOS,2022,LRE,linha e rede de espera,mixed,0.6,197.5,0.0030379746835443038,,,
GALINHOS,2022,MEL,mergulho livre,active,0.2,197.5,0.0010126582278481013,,,
GALINHOS,2022,PUC,puçá,active,0.0,197.5,0.0,,,
GALINHOS,2022,RAG,rede agulha,passive,0.0,197.5,0.0,,,
GALINHOS,2022,RCA,rede caçoeira,passive,0.0,197.5,0.0,,,
GALINHOS,2022,RES,rede de espera,passive,17.5,197.5,0.08860759493670886,,,
GALINHOS,2022,RTP,rede de tapagem,passive,0.0,197.5,0.0,,,
GALINHOS,2022,SRD,sardinheira,passive,0.0,197.5,0.0,,,
GALINHOS,2022,TNR,traineira,active,55.8,197.5,0.28253164556962024,,,
GALINHOS,2022,TRF,tarrafa,active,0.0,197.5,0.0,,,
GALINHOS,2022,TRM,tremalho,passive,38.2,197.5,0.19341772151898737,,,
GALINHOS,2023,APO,arrasto de porta,active,0.0,233.5,0.0,,,
GALINHOS,2023,CMN,coleta manual,active,85.8,233.5,0.36745182012847966,,,
GALINHOS,2023,CMP,compressor,active,0.0,233.5,0.0,,,
GALINHOS,2023,COQ,coqueiro,active,0.0,233.5,0.0,,,
GALINHOS,2023,CPL,covo peixe e lagosta,passive,0.0,233.5,0.0,,,
GALINHOS,2023,CUR,curral,passive,0.0,233.5,0.0,,,
GALINHOS,2023,CVL,covo lagosta,passive,0.0,233.5,0.0,,,
GALINHOS,2023,CVP,covo peixe,passive,0.0,233.5,0.0,,,
GALINHOS,2023,JER,jereré,active,0.0,233.5,0.0,,,
GALINHOS,2023,LES,linha e espinhel,mixed,0.0,233.5,0.0,,,
GALINHOS,2023,LIJ,linha e jereré,mixed,20.7,233.5,0.08865096359743041,,,
GALINHOS,2023,LIN,linha,passive,13.6,233.5,0.0582441113490364,,,
GALINHOS,2023,LML,linha e mergulho livre,mixed,4.9,233.5,0.020985010706638118,,,
GALINHOS,2023,LRE,linha e rede de espera,mixed,1.4,233.5,0.005995717344753747,,,
GALINHOS,2023,MEL,mergulho livre,active,0.7,233.5,0.0029978586723768733,,,
GALINHOS,2023,PUC,puçá,active,0.0,233.5,0.0,,,
GALINHOS,2023,RAG,rede agulha,passive,0.0,233.5,0.0,,,
GALINHOS,2023,RCA,rede caçoeira,passive,0.0,233.5,0.0,,,
GALINHOS,2023,RES,rede de espera,passive,25.3,233.5,0.10835117773019272,,,
GALINHOS,2023,RTP,rede de tapagem,passive,0.0,233.5,0.0,,,
GALINHOS,2023,SRD,sardinheira,passive,0.6,233.5,0.002569593147751606,,,
GALINHOS,2023,TNR,traineira,active,51.2,233.5,0.21927194860813706,,,
GALINHOS,2023,TRF,tarrafa,active,0.0,233.5,0.0,,,
GALINHOS,2023,TRM,tremalho,passive,29.3,233.5,0.12548179871520343,,,
GALINHOS,2024,APO,arrasto de porta,active,0.0,178.0,0.0,,,
GALINHOS,2024,CMN,coleta manual,active,41.9,178.0,0.2353932584269663,,,
GALINHOS,2024,CMP,compressor,active,0.3,178.0,0.0016853932584269663,,,
GALINHOS,2024,COQ,palha de coqueiro,passive,0.0,178.0,0.0,,,
GALINHOS,2024,CUR,curral,passive,0.0,178.0,0.0,,,
GALINHOS,2024,CVL,covo lagosta,passive,0.0,178.0,0.0,,,
GALINHOS,2024,CVP,covo peixe,passive,0.0,178.0,0.0,,,
GALINHOS,2024,ESP,espinhel,passive,0.0,178.0,0.0,,,
GALINHOS,2024,LES,linha e espinhel,mixed,0.0,178.0,0.0,,,
GALINHOS,2024,LIJ,linha e jereré,mixed,12.6,178.0,0.07078651685393259,,,
GALINHOS,2024,LIN,linha,passive,18.4,178.0,0.10337078651685393,,,
GALINHOS,2024,LML,linha e mergulho livre,mixed,4.8,178.0,0.02696629213483146,,,
GALINHOS,2024,LRE,linha e rede de espera,mixed,0.1,178.0,0.0005617977528089888,,,
GALINHOS,2024,MEL,mergulho livre,active,0.3,178.0,0.0016853932584269663,,,
GALINHOS,2024,PUC,puçá,active,0.0,178.0,0.0,,,
GALINHOS,2024,RAG,rede agulha,passive,0.0,178.0,0.0,,,
GALINHOS,2024,REC,rede caçoeira,passive,0.0,178.0,0.0,,,
GALINHOS,2024,RES,rede de espera,passive,74.4,178.0,0.4179775280898877,,,
GALINHOS,2024,RTP,rede de tapagem,passive,0.0,178.0,0.0,,,
GALINHOS,2024,SRD,sardinheira,passive,0.0,178.0,0.0,,,
GALINHOS,2024,TRF,tarrafa,active,0.0,178.0,0.0,,,
GALINHOS,2024,TRM,tremalho,passive,25.2,178.0,0.14157303370786517,,,
GROSSOS,2003,CVL,covo lagosta,passive,0.82,0.82,1.0,,,
GROSSOS,2005,CVL,covo lagosta,passive,2.77,2.77,1.0,,,
GROSSOS,2007,CVL,covo lagosta,passive,1.3,1.3,1.0,,,
GROSSOS,2009,APA,arrasto de praia,active,0.0,72.1394,0.0,,,
GROSSOS,2009,APO,arrasto de porta,active,1.1144,72.1394,0.01544786898698908,,,
GROSSOS,2009,CMN,coleta manual,active,2.7163,72.1394,0.03765348755326493,,,
GROSSOS,2009,CMP,compressor,active,0.0,72.1394,0.0,,,
GROSSOS,2009,CUR,curral,passive,0.0,72.1394,0.0,,,
GROSSOS,2009,CVL,covo lagosta,passive,0.2772,72.1394,0.0038425603761606006,,,
GROSSOS,2009,CVP,covo peixe,passive,0.0,72.1394,0.0,,,
GROSSOS,2009,ESP,espinhel,passive,0.0,72.1394,0.0,,,
GROSSOS,2009,LCP,linha e covo peixe,mixed,0.0,72.1394,0.0,,,
GROSSOS,2009,LIJ,linha e jereré,passive,0.0,72.1394,0.0,,,
GROSSOS,2009,LIN,linha,passive,2.1103,72.1394,0.029253084999320764,,,
GROSSOS,2009,MEL,mergulho livre,active,0.0,72.1394,0.0,,,
GROSSOS,2009,PUC,puçá/mangote,active,0.0355,72.1394,0.0004921027898762674,,,
GROSSOS,2009,RAG,rede agulha,passive,0.0,72.1394,0.0,,,
GROSSOS,2009,RCA,rede caçoeira,passive,11.5749,72.1394,0.16045184739545934,,,
GROSSOS,2009,RES,rede de espera,passive,33.5453,72.1394,0.46500663992215074,,,
GROSSOS,2009,RTP,rede de tapagem,passive,0.0,72.1394,0.0,,,
GROSSOS,2009,SRD,sardinheira,active,0.0,72.1394,0.0,,,
GROSSOS,2009,TNR,tainheira,active,12.327,72.1394,0.1708774955156267,,,
GROSSOS,2009,TRF,tarrafa,active,8.4385,72.1394,0.1169749124611516,,,
GROSSOS,2009,TRM,tresmalho,passive,0.0,72.1394,0.0,,,
GROSSOS,2010,APA,arrasto de praia,active,0.0,108.014,0.0,,,
GROSSOS,2010,APO,arrasto de porta,active,0.0,108.014,0.0,,,
GROSSOS,2010,CMN,coleta manual,active,10.045,108.014,0.09299720406613958,,,
GROSSOS,2010,CMP,compressor,active,0.0,108.014,0.0,,,
GROSSOS,2010,CUR,curral,passive,0.0,108.014,0.0,,,
GROSSOS,2010,CVL,covo lagosta,passive,3.833,108.014,0.035486140685466704,,,
GROSSOS,2010,CVP,covo peixe,passive,0.0,108.014,0.0,,,
GROSSOS,2010,ESP,espinhel,passive,0.0,108.014,0.0,,,
GROSSOS,2010,LCP,linha e covo peixe,passive,0.0,108.014,0.0,,,
GROSSOS,2010,LES,linha e espinhel,passive,0.0,108.014,0.0,,,
GROSSOS,2010,LIJ,linha e jereré,passive,0.0,108.014,0.0,,,
GROSSOS,2010,LIN,linha,passive,1.155,108.014,0.010693058307256467,,,
GROSSOS,2010,LRE,linha e rede de espera,passive,0.0,108.014,0.0,,,
GROSSOS,2010,MEL,mergulho livre,active,0.621,108.014,0.005749254726239192,,,
GROSSOS,2010,PUC,puçá,active,5.46,108.014,0.05054900290703057,,,
GROSSOS,2010,RAG,rede de agulha,passive,0.0,108.014,0.0,,,
GROSSOS,2010,RCA,rede caçoeira,passive,10.867,108.014,0.10060732867961562,,,
GROSSOS,2010,RES,rede de espera,passive,46.662,108.014,0.4319995556131613,,,
GROSSOS,2010,RTP,rede de tapagem,passive,0.0,108.014,0.0,,,
GROSSOS,2010,SRD,sardinheira,active,0.0,108.014,0.0,,,
GROSSOS,2010,TNR,tainheira,active,20.804,108.014,0.19260466235858315,,,
GROSSOS,2010,TRF,tarrafa,active,8.567,108.014,0.0793137926565075,,,
GROSSOS,2010,TRM,tresmalho,passive,0.0,108.014,0.0,,,
GROSSOS,2011,APO,arrasto de porta,active,2.159,103.229,0.020914665452537562,,,
GROSSOS,2011,CMN,coleta manual,active,4.03,103.229,0.03903941721802982,,,
GROSSOS,2011,CPL,covo peixe e lagosta,passive,0.451,103.229,0.004368927336310533,,,
GROSSOS,2011,CVL,covo lagosta,passive,18.725,103.229,0.18139282565945616,,,
GROSSOS,2011,MEL,mergulho livre,active,0.328,103.229,0.0031774016991349334,,,
