local,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
PORTO DO MANGUE,2010,TNR,tainheira,active,70.329,452.341,0.15547783641102617,,,
PORTO DO MANGUE,2010,TRF,tarrafa,active,24.623,452.341,0.05443459690808483,,,
PORTO DO MANGUE,2010,TRM,tresmalho,passive,0.0,452.341,0.0,,,
PORTO DO MANGUE,2011,APA,arrasto de praia,active,0.57,579.222,0.000984078643421693,,,
PORTO DO MANGUE,2011,APO,arrasto de porta,active,121.251,579.222,0.20933424490091884,,,
PORTO DO MANGUE,2011,CMN,coleta manual,active,31.86,579.222,0.05500481680599149,,,
PORTO DO MANGUE,2011,CMP,compressor,active,60.507,579.222,0.10446253767985332,,,
PORTO DO MANGUE,2011,CVL,covo lagosta,passive,0.003,579.222,5.179361281166807e-06,,,
PORTO DO MANGUE,2011,CVP,covo peixe,passive,9.58,579.222,0.016539427024526,,,
PORTO DO MANGUE,2011,JER,jereré,active,0.265,579.222,0.00045751024650306796,,,
PORTO DO MANGUE,2011,LCP,linha e covo peixe,mixed,0.621,579.222,0.001072127785201529,,,
PORTO DO MANGUE,2011,LIN,linha,passive,78.08699999999999,579.222,0.1348135947874908,,,
PORTO DO MANGUE,2011,LML,linha e mergulho livre,mixed,2.92,579.222,0.005041244980335691,,,
PORTO DO MANGUE,2011,LRE,linha e rede de espera,mixed,0.797,579.222,0.0013759836470299818,,,
PORTO DO MANGUE,2011,MEL,mergulho livre,active,13.2,579.222,0.022789189637133948,,,
PORTO DO MANGUE,2011,PUC,puçá,active,0.853,579.222,0.001472665057611762,,,
PORTO DO MANGUE,2011,RAG,rede agulha,passive,0.319,579.222,0.0005507387495640705,,,
PORTO DO MANGUE,2011,RCA,rede caçoeira,passive,1.248,579.222,0.0021546142929653915,,,
PORTO DO MANGUE,2011,RES,rede de espera,passive,77.92,579.222,0.13452527700950587,,,
PORTO DO MANGUE,2011,SRD,sardinheira,passive,0.63,579.222,0.0010876658690450293,,,
PORTO DO MANGUE,2011,TNR,traineira,active,110.696,579.222,0.19111152546001361,,,
PORTO DO MANGUE,2011,TRF,tarrafa,active,27.622,579.222,0.047688105769463175,,,
PORTO DO MANGUE,2011,TRM,tremalho,passive,40.273,579.222,0.06952947229214361,,,
PORTO DO MANGUE,2012,APA,arrasto de praia,active,14.3,559.1999999999999,0.025572246065808303,,,
PORTO DO MANGUE,2012,APO,arrasto de porta,active,13.2,559.1999999999999,0.023605150214592276,,,
PORTO DO MANGUE,2012,CMN,coleta manual,active,21.5,559.1999999999999,0.038447782546494995,,,
PORTO DO MANGUE,2012,CMP,compressor,active,28.9,559.1999999999999,0.051680972818311875,,,
PORTO DO MANGUE,2012,CPL,covo peixe e lagosta,passive,0.0,559.1999999999999,0.0,,,
PORTO DO MANGUE,2012,CUR,curral,passive,0.0,559.1999999999999,0.0,,,
PORTO DO MANGUE,2012,CVL,covo lagosta,passive,0.0,559.1999999999999,0.0,,,
PORTO DO MANGUE,2012,CVP,covo peixe,passive,24.9,559.1999999999999,0.04452789699570816,,,
PORTO DO MANGUE,2012,JER,jereré,active,1.0,559.1999999999999,0.0017882689556509301,,,
PORTO DO MANGUE,2012,LCL,linha e covo lagosta,mixed,0.0,559.1999999999999,0.0,,,
PORTO DO MANGUE,2012,LCP,linha e covo peixe,mixed,1.5,559.1999999999999,0.0026824034334763953,,,
PORTO DO MANGUE,2012,LES,linha e espinhel,mixed,0.0,559.1999999999999,0.0,,,
PORTO DO MANGUE,2012,LIJ,linha e jereré,mixed,0.0,559.1999999999999,0.0,,,
PORTO DO MANGUE,2012,LIN,linha,passive,51.6,559.1999999999999,0.092274678111588,,,
PORTO DO MANGUE,2012,LML,linha e mergulho livre,mixed,2.6,559.1999999999999,0.004649499284692419,,,
PORTO DO MANGUE,2012,LRE,linha e rede de espera,mixed,0.5,559.1999999999999,0.0008941344778254651,,,
PORTO DO MANGUE,2012,MEL,mergulho livre,active,11.7,559.1999999999999,0.020922746781115883,,,
PORTO DO MANGUE,2012,PUC,puçá,active,1.8,559.1999999999999,0.0032188841201716742,,,
PORTO DO MANGUE,2012,RAG,rede agulha,passive,0.2,559.1999999999999,0.00035765379113018603,,,
PORTO DO MANGUE,2012,RCA,rede caçoeira,passive,2.0,559.1999999999999,0.0035765379113018602,,,
PORTO DO MANGUE,2012,RES,rede de espera,passive,167.7,559.1999999999999,0.299892703862661,,,
PORTO DO MANGUE,2012,RTP,rede de tapagem,passive,0.0,559.1999999999999,0.0,,,
PORTO DO MANGUE,2012,SRD,sardinheira,passive,0.6,559.1999999999999,0.001072961373390558,,,
PORTO DO MANGUE,2012,TNR,traineira,active,125.4,559.1999999999999,0.22424892703862664,,,
PORTO DO MANGUE,2012,TRF,tarrafa,active,50.7,559.1999999999999,0.09066523605150216,,,
PORTO DO MANGUE,2012,TRM,tremalho,passive,39.1,559.1999999999999,0.06992131616595137,,,
PORTO DO MANGUE,2013,APA,arrasto de praia,active,8.6,664.0,0.012951807228915662,,,
PORTO DO MANGUE,2013,APO,arrasto de porta,active,11.7,664.0,0.017620481927710843,,,
PORTO DO MANGUE,2013,CMN,coleta manual,active,96.4,664.0,0.14518072289156628,,,
PORTO DO MANGUE,2013,CMP,compressor,active,20.2,664.0,0.03042168674698795,,,
PORTO DO MANGUE,2013,CPL,covo peixe e lagosta,passive,0.0,664.0,0.0,,,
PORTO DO MANGUE,2013,CUR,curral,passive,0.0,664.0,0.0,,,
PORTO DO MANGUE,2013,CVL,covo lagosta,passive,0.0,664.0,0.0,,,
PORTO DO MANGUE,2013,CVP,covo peixe,passive,60.3,664.0,0.09081325301204819,,,
PORTO DO MANGUE,2013,ESP,espinhel,passive,0.7,664.0,0.0010542168674698795,,,
PORTO DO MANGUE,2013,JER,jereré,active,1.3,664.0,0.001957831325301205,,,
PORTO DO MANGUE,2013,LCL,linha e covo lagosta,passive,0.0,664.0,0.0,,,
PORTO DO MANGUE,2013,LCP,linha e covo peixe,passive,0.9,664.0,0.001355421686746988,,,
PORTO DO MANGUE,2013,LES,linha e espinhel,passive,0.0,664.0,0.0,,,
PORTO DO MANGUE,2013,LIJ,linha e jereré,passive,0.0,664.0,0.0,,,
PORTO DO MANGUE,2013,LIN,linha,passive,36.1,664.0,0.05436746987951807,,,
PORTO DO MANGUE,2013,LML,linha e mergulho livre,mixed,3.2,664.0,0.004819277108433735,,,
PORTO DO MANGUE,2013,LRE,linha e rede de espera,passive,2.5,664.0,0.0037650602409638554,,,
PORTO DO MANGUE,2013,MEL,mergulho livre,active,17.6,664.0,0.026506024096385545,,,
PORTO DO MANGUE,2013,PUC,puçá,active,0.4,664.0,0.0006024096385542169,,,
PORTO DO MANGUE,2013,RAG,rede agulha,passive,0.1,664.0,0.00015060240963855423,,,
PORTO DO MANGUE,2013,RCA,rede caçoeira,passive,3.4,664.0,0.0051204819277108436,,,
PORTO DO MANGUE,2013,RES,rede de espera,passive,96.5,664.0,0.14533132530120482,,,
PORTO DO MANGUE,2013,RTP,rede de tapagem,passive,1.5,664.0,0.002259036144578313,,,
PORTO DO MANGUE,2013,SRD,sardinheira,active,0.0,664.0,0.0,,,
PORTO DO MANGUE,2013,TNR,tainheira,active,207.7,664.0,0.3128012048192771,,,
PORTO DO MANGUE,2013,TRF,tarrafa,active,59.8,664.0,0.09006024096385541,,,
PORTO DO MANGUE,2013,TRM,tresmalho,passive,35.1,664.0,0.05286144578313253,,,
PORTO DO MANGUE,2014,APA,arrasto de praia,active,1.3,257.5,0.005048543689320389,,,
PORTO DO MANGUE,2014,APO,arrasto de porta,active,5.1,257.5,0.019805825242718445,,,
PORTO DO MANGUE,2014,CMN,coleta manual,active,11.6,257.5,0.04504854368932039,,,
PORTO DO MANGUE,2014,CMP,compressor,active,11.8,257.5,0.0458252427184466,,,
PORTO DO MANGUE,2014,CPL,covo peixe e lagosta,passive,0.0,257.5,0.0,,,
PORTO DO MANGUE,2014,CUR,curral,passive,0.0,257.5,0.0,,,
PORTO DO MANGUE,2014,CVL,covo lagosta,passive,0.0,257.5,0.0,,,
PORTO DO MANGUE,2014,CVP,covo peixe,passive,21.5,257.5,0.08349514563106795,,,
PORTO DO MANGUE,2014,JER,jereré,active,0.1,257.5,0.0003883495145631068,,,
PORTO DO MANGUE,2014,LCP,linha e covo peixe,mixed,0.1,257.5,0.0003883495145631068,,,
PORTO DO MANGUE,2014,LES,linha e espinhel,mixed,0.0,257.5,0.0,,,
PORTO DO MANGUE,2014,LIJ,linha e jereré,mixed,0.0,257.5,0.0,,,
PORTO DO MANGUE,2014,LIN,linha,passive,16.2,257.5,0.06291262135922329,,,
PORTO DO MANGUE,2014,LML,linha e mergulho livre,mixed,0.4,257.5,0.0015533980582524273,,,
PORTO DO MANGUE,2014,LRE,linha e rede de espera,mixed,7.5,257.5,0.02912621359223301,,,
PORTO DO MANGUE,2014,MEL,mergulho livre,active,9.8,257.5,0.03805825242718447,,,
PORTO DO MANGUE,2014,PUC,puçá,active,0.5,257.5,0.001941747572815534,,,
PORTO DO MANGUE,2014,RAG,rede agulha,passive,0.4,257.5,0.0015533980582524273,,,
PORTO DO MANGUE,2014,RCA,rede caçoeira,passive,1.4,257.5,0.005436893203883495,,,
PORTO DO MANGUE,2014,RES,rede de espera,passive,58.7,257.5,0.2279611650485437,,,
PORTO DO MANGUE,2014,RTP,rede de tapagem,passive,0.4,257.5,0.0015533980582524273,,,
PORTO DO MANGUE,2014,SRD,sardinheira,passive,0.0,257.5,0.0,,,
PORTO DO MANGUE,2014,TNR,traineira,active,70.0,257.5,0.27184466019417475,,,
PORTO DO MANGUE,2014,TRF,tarrafa,active,27.1,257.5,0.10524271844660195,,,
PORTO DO MANGUE,2014,TRM,tremalho,passive,13.6,257.5,0.05281553398058252,,,
PORTO DO MANGUE,2015,APA,arrasto de praia,active,5.8,217.8,0.026629935720844808,,,
PORTO DO MANGUE,2015,APO,arrasto de porta,active,1.2,217.8,0.005509641873278236,,,
PORTO DO MANGUE,2015,CMN,coleta manual,active,11.7,217.8,0.053719008264462804,,,
PORTO DO MANGUE,2015,CMP,compressor,active,16.5,217.8,0.07575757575757576,,,
PORTO DO MANGUE,2015,COQ,coqueiro,active,0.0,217.8,0.0,,,
PORTO DO MANGUE,2015,CPL,covo peixe e lagosta,passive,4.3,217.8,0.019742883379247015,,,
PORTO DO MANGUE,2015,CUR,curral,passive,0.0,217.8,0.0,,,
PORTO DO MANGUE,2015,CVL,covo lagosta,passive,2.3,217.8,0.010560146923783285,,,
PORTO DO MANGUE,2015,CVP,covo peixe,passive,26.7,217.8,0.12258953168044076,,,
PORTO DO MANGUE,2015,JER,jereré,active,0.5,217.8,0.002295684113865932,,,
PORTO DO MANGUE,2015,LCL,linha e covo lagosta,mixed,0.0,217.8,0.0,,,
PORTO DO MANGUE,2015,LCP,linha e covo peixe,mixed,1.9,217.8,0.00872359963269054,,,
PORTO DO MANGUE,2015,LES,linha e espinhel,mixed,0.0,217.8,0.0,,,
PORTO DO MANGUE,2015,LIJ,linha e jereré,mixed,0.0,217.8,0.0,,,
PORTO DO MANGUE,2015,LIN,linha,passive,26.3,217.8,0.12075298438934802,,,
PORTO DO MANGUE,2015,LRE,linha e rede de espera,mixed,2.1,217.8,0.009641873278236915,,,
PORTO DO MANGUE,2015,MEL,mergulho livre,active,8.8,217.8,0.04040404040404041,,,
PORTO DO MANGUE,2015,PUC,puçá,active,0.5,217.8,0.002295684113865932,,,
PORTO DO MANGUE,2015,RAG,rede agulha,passive,0.9,217.8,0.004132231404958678,,,
PORTO DO MANGUE,2015,RCA,rede caçoeira,passive,0.7,217.8,0.0032139577594123047,,,
PORTO DO MANGUE,2015,RES,rede de espera,passive,57.2,217.8,0.26262626262626265,,,
PORTO DO MANGUE,2015,RTP,rede de tapagem,passive,0.4,217.8,0.0018365472910927456,,,
PORTO DO MANGUE,2015,SRD,sardinheira,passive,0.1,217.8,0.0004591368227731864,,,
PORTO DO MANGUE,2015,TNR,traineira,active,32.8,217.8,0.15059687786960513,,,
PORTO DO MANGUE,2015,TRF,tarrafa,active,17.0,217.8,0.07805325987144168,,,
PORTO DO MANGUE,2015,TRM,tremalho,passive,0.1,217.8,0.0004591368227731864,,,
PORTO DO MANGUE,2016,APA,arrasto de praia,active,11.7,528.6,0.02213393870601589,,,
PORTO DO MANGUE,2016,APO,arrasto de porta,active,7.3,528.6,0.01381006432084752,,,
PORTO DO MANGUE,2016,CMN,coleta manual,active,27.8,528.6,0.05259175179720015,,,
PORTO DO MANGUE,2016,CMP,compressor,active,26.6,528.6,0.05032160423760878,,,
PORTO DO MANGUE,2016,COQ,coqueiro,active,0.0,528.6,0.0,,,
PORTO DO MANGUE,2016,CPL,covo peixe e lagosta,passive,1.1,528.6,0.0020809685962920924,,,
PORTO DO MANGUE,2016,CUR,curral,passive,0.0,528.6,0.0,,,
PORTO DO MANGUE,2016,CVL,covo lagosta,passive,3.6,528.6,0.00681044267877412,,,
PORTO DO MANGUE,2016,CVP,covo peixe,passive,55.9,528.6,0.10575104048429813,,,
PORTO DO MANGUE,2016,JER,jereré,active,1.8,528.6,0.00340522133938706,,,
PORTO DO MANGUE,2016,LCL,linha e covo lagosta,mixed,0.0,528.6,0.0,,,
PORTO DO MANGUE,2016,LCP,linha e covo peixe,mixed,5.3,528.6,0.010026485054861898,,,
PORTO DO MANGUE,2016,LES,linha e espinhel,mixed,0.0,528.6,0.0,,,
PORTO DO MANGUE,2016,LIJ,linha e jereré,mixed,0.0,528.6,0.0,,,
PORTO DO MANGUE,2016,LIN,linha,passive,42.9,528.6,0.0811577752553916,,,
PORTO DO MANGUE,2016,LML,linha e mergulho livre,mixed,1.9,528.6,0.003594400302686341,,,
PORTO DO MANGUE,2016,LRE,linha e rede de espera,mixed,4.5,528.6,0.00851305334846765,,,
PORTO DO MANGUE,2016,MEL,mergulho livre,active,19.3,528.6,0.03651153991676125,,,
PORTO DO MANGUE,2016,PUC,puçá,active,1.1,528.6,0.0020809685962920924,,,
PORTO DO MANGUE,2016,RAG,rede agulha,passive,0.8,528.6,0.001513431706394249,,,
PORTO DO MANGUE,2016,RCA,rede caçoeira,passive,2.6,528.6,0.004918653045781309,,,
PORTO DO MANGUE,2016,RES,rede de espera,passive,129.8,528.6,0.2455542943624669,,,
PORTO DO MANGUE,2016,RTP,rede de tapagem,passive,0.5,528.6,0.0009458948164964056,,,
PORTO DO MANGUE,2016,SRD,sardinheira,passive,1.0,528.6,0.0018917896329928112,,,
PORTO DO MANGUE,2016,TNR,traineira,active,125.7,528.6,0.23779795686719638,,,
PORTO DO MANGUE,2016,TRF,tarrafa,active,40.3,528.6,0.07623912220961028,,,
PORTO DO MANGUE,2016,TRM,tremalho,passive,17.1,528.6,0.03234960272417707,,,
PORTO DO MANGUE,2017,APA,arrasto de praia,active,9.0,529.4,0.017000377786173027,,,
PORTO DO MANGUE,2017,APO,arrasto de porta,active,7.4,529.4,0.013978088401964489,,,
PORTO DO MANGUE,2017,CMN,coleta manual,active,47.3,529.4,0.0893464299206649,,,
PORTO DO MANGUE,2017,CMP,compressor,active,25.8,529.4,0.048734416320362677,,,
PORTO DO MANGUE,2017,COQ,coqueiro,active,0.0,529.4,0.0,,,
PORTO DO MANGUE,2017,CPL,covo peixe e lagosta,passive,1.6,529.4,0.0030222893842085383,,,
PORTO DO MANGUE,2017,CUR,curral,passive,0.0,529.4,0.0,,,
PORTO DO MANGUE,2017,CVL,covo lagosta,passive,4.8,529.4,0.009066868152625614,,,
PORTO DO MANGUE,2017,CVP,covo peixe,passive,55.2,529.4,0.10426898375519457,,,
PORTO DO MANGUE,2017,JER,jereré,active,0.9,529.4,0.0017000377786173027,,,
PORTO DO MANGUE,2017,LCL,linha e covo lagosta,mixed,0.0,529.4,0.0,,,
PORTO DO MANGUE,2017,LCP,linha e covo peixe,mixed,1.4,529.4,0.0026445032111824707,,,
PORTO DO MANGUE,2017,LES,linha e espinhel,mixed,0.0,529.4,0.0,,,
PORTO DO MANGUE,2017,LIJ,linha e jereré,mixed,0.0,529.4,0.0,,,
PORTO DO MANGUE,2017,LIN,linha,passive,38.1,529.4,0.07196826596146581,,,
PORTO DO MANGUE,2017,LML,linha e mergulho livre,mixed,1.8,529.4,0.0034000755572346055,,,
PORTO DO MANGUE,2017,LRE,linha e rede de espera,mixed,5.6,529.4,0.010578012844729883,,,
PORTO DO MANGUE,2017,MEL,mergulho livre,active,18.0,529.4,0.03400075557234605,,,
PORTO DO MANGUE,2017,PUC,puçá,active,0.9,529.4,0.0017000377786173027,,,
PORTO DO MANGUE,2017,RAG,rede agulha,passive,0.9,529.4,0.0017000377786173027,,,
PORTO DO MANGUE,2017,RCA,rede caçoeira,passive,2.8,529.4,0.005289006422364941,,,
PORTO DO MANGUE,2017,RES,rede de espera,passive,101.6,529.4,0.19191537589724217,,,
PORTO DO MANGUE,2017,RTP,rede de tapagem,passive,0.9,529.4,0.0017000377786173027,,,
PORTO DO MANGUE,2017,SRD,sardinheira,passive,1.0,529.4,0.0018889308651303363,,,
PORTO DO MANGUE,2017,TNR,traineira,active,134.9,529.4,0.25481677370608236,,,
PORTO DO MANGUE,2017,TRF,tarrafa,active,49.9,529.4,0.09425765017000377,,,
PORTO DO MANGUE,2017,TRM,tremalho,passive,19.6,529.4,0.0370230449565546,,,
PORTO DO MANGUE,2018,APA,arrasto de praia,active,3.1,150.4,0.020611702127659573,,,
PORTO DO MANGUE,2018,APO,arrasto de porta,active,6.7,150.4,0.04454787234042553,,,
PORTO DO MANGUE,2018,CMN,coleta manual,active,19.3,150.4,0.1283244680851064,,,
PORTO DO MANGUE,2018,CMP,compressor,active,11.3,150.4,0.07513297872340426,,,
PORTO DO MANGUE,2018,COQ,coqueiro,active,0.0,150.4,0.0,,,
PORTO DO MANGUE,2018,CPL,covo peixe e lagosta,passive,0.0,150.4,0.0,,,
PORTO DO MANGUE,2018,CUR,curral,passive,0.0,150.4,0.0,,,
PORTO DO MANGUE,2018,CVL,covo lagosta,passive,0.0,150.4,0.0,,,
PORTO DO MANGUE,2018,CVP,covo peixe,passive,15.4,150.4,0.1023936170212766,,,
PORTO DO MANGUE,2018,JER,jereré,active,0.3,150.4,0.0019946808510638296,,,
PORTO DO MANGUE,2018,LES,linha e espinhel,mixed,0.0,150.4,0.0,,,
PORTO DO MANGUE,2018,LIJ,linha e jereré,mixed,0.0,150.4,0.0,,,
PORTO DO MANGUE,2018,LIN,linha,passive,12.2,150.4,0.08111702127659574,,,
PORTO DO MANGUE,2018,LRE,linha e rede de espera,mixed,0.0,150.4,0.0,,,
PORTO DO MANGUE,2018,MEL,mergulho livre,active,9.3,150.4,0.061835106382978726,,,
PORTO DO MANGUE,2018,PUC,puçá,active,0.0,150.4,0.0,,,
PORTO DO MANGUE,2018,RAG,rede agulha,passive,0.3,150.4,0.0019946808510638296,,,
PORTO DO MANGUE,2018,RCA,rede caçoeira,passive,0.4,150.4,0.0026595744680851063,,,
PORTO DO MANGUE,2018,RES,rede de espera,passive,48.2,150.4,0.3204787234042553,,,
PORTO DO MANGUE,2018,RTP,rede de tapagem,passive,0.0,150.4,0.0,,,
PORTO DO MANGUE,2018,SRD,sardinheira,passive,0.0,150.4,0.0,,,
PORTO DO MANGUE,2018,TNR,traineira,active,21.8,150.4,0.1449468085106383,,,
PORTO DO MANGUE,2018,TRF,tarrafa,active,2.1,150.4,0.013962765957446808,,,
PORTO DO MANGUE,2018,TRM,tremalho,passive,0.0,150.4,0.0,,,
PORTO DO MANGUE,2019,APA,arrasto de praia,active,12.4,398.6,0.031108881083793276,,,
PORTO DO MANGUE,2019,APO,arrasto de porta,active,21.8,398.6,0.05469141996989463,,,
PORTO DO MANGUE,2019,CMN,coleta manual,active,51.0,398.6,0.12794781736076266,,,
PORTO DO MANGUE,2019,CMP,compressor,active,28.1,398.6,0.07049673858504767,,,
PORTO DO MANGUE,2019,COQ,coqueiro,active,0.0,398.6,0.0,,,
PORTO DO MANGUE,2019,CPL,covo peixe e lagosta,passive,2.0,398.6,0.005017561465127948,,,
PORTO DO MANGUE,2019,CUR,curral,passive,0.0,398.6,0.0,,,
PORTO DO MANGUE,2019,CVL,covo lagosta,passive,0.0,398.6,0.0,,,
PORTO DO MANGUE,2019,CVP,covo peixe,passive,15.9,398.6,0.039889613647767184,,,
PORTO DO MANGUE,2019,JER,jereré,active,8.2,398.6,0.020572002007024585,,,
PORTO DO MANGUE,2019,LCL,linha e covo lagosta,mixed,0.0,398.6,0.0,,,
PORTO DO MANGUE,2019,LCP,linha e covo peixe,mixed,0.0,398.6,0.0,,,
PORTO DO MANGUE,2019,LES,linha e espinhel,mixed,0.0,398.6,0.0,,,
PORTO DO MANGUE,2019,LIJ,linha e jereré,mixed,0.0,398.6,0.0,,,
PORTO DO MANGUE,2019,LIN,linha,passive,32.2,398.6,0.08078273958855996,,,
PORTO DO MANGUE,2019,LML,linha e mergulho livre,mixed,0.0,398.6,0.0,,,
PORTO DO MANGUE,2019,LRE,linha e rede de espera,mixed,0.0,398.6,0.0,,,
PORTO DO MANGUE,2019,MEL,mergulho livre,active,20.3,398.6,0.050928248871048666,,,
PORTO DO MANGUE,2019,PUC,puçá,active,0.0,398.6,0.0,,,
PORTO DO MANGUE,2019,RAG,rede agulha,passive,0.3,398.6,0.0007526342197691921,,,
PORTO DO MANGUE,2019,RCA,rede caçoeira,passive,1.7,398.6,0.004264927245358755,,,
PORTO DO MANGUE,2019,RES,rede de espera,passive,120.1,398.6,0.30130456598093325,,,
PORTO DO MANGUE,2019,RTP,rede de tapagem,passive,2.4,398.6,0.0060210737581535365,,,
PORTO DO MANGUE,2019,SRD,sardinheira,passive,0.0,398.6,0.0,,,
PORTO DO MANGUE,2019,TNR,traineira,active,72.0,398.6,0.1806322127446061,,,
PORTO DO MANGUE,2019,TRF,tarrafa,active,10.2,398.6,0.02558956347215253,,,
PORTO DO MANGUE,2019,TRM,tremalho,passive,0.0,398.6,0.0,,,
PORTO DO MANGUE,2020,APA,arrasto de praia,active,0.8,321.7,0.002486788933789245,,,
PORTO DO MANGUE,2020,APO,arrasto de porta,active,17.3,321.7,0.05377681069319242,,,
PORTO DO MANGUE,2020,CMN,coleta manual,active,23.1,321.7,0.07180603046316444,,,
PORTO DO MANGUE,2020,CMP,compressor,active,26.3,321.7,0.08175318619832142,,,
PORTO DO MANGUE,2020,COQ,coqueiro,active,0.0,321.7,0.0,,,
PORTO DO MANGUE,2020,CPL,covo peixe e lagosta,passive,0.0,321.7,0.0,,,
PORTO DO MANGUE,2020,CUR,curral,passive,0.0,321.7,0.0,,,
PORTO DO MANGUE,2020,CVL,covo lagosta,passive,0.1,321.7,0.0003108486167236556,,,
PORTO DO MANGUE,2020,CVP,covo peixe,passive,20.7,321.7,0.0643456636617967,,,
PORTO DO MANGUE,2020,JER,jereré,active,1.3,321.7,0.004041032017407522,,,
PORTO DO MANGUE,2020,LCL,linha e covo lagosta,mixed,0.0,321.7,0.0,,,
PORTO DO MANGUE,2020,LCP,linha e covo peixe,mixed,0.0,321.7,0.0,,,
PORTO DO MANGUE,2020,LES,linha e espinhel,mixed,0.0,321.7,0.0,,,
PORTO DO MANGUE,2020,LIJ,linha e jereré,mixed,0.0,321.7,0.0,,,
PORTO DO MANGUE,2020,LIN,linha,passive,32.5,321.7,0.10102580043518807,,,
PORTO DO MANGUE,2020,LML,linha e mergulho livre,mixed,0.0,321.7,0.0,,,
PORTO DO MANGUE,2020,LRE,linha e rede de espera,mixed,0.0,321.7,0.0,,,
PORTO DO MANGUE,2020,MEL,mergulho livre,active,26.5,321.7,0.08237488343176873,,,
PORTO DO MANGUE,2020,PUC,puçá,active,0.0,321.7,0.0,,,
PORTO DO MANGUE,2020,RAG,rede agulha,passive,9.7,321.7,0.03015231582219459,,,
PORTO DO MANGUE,2020,RCA,rede caçoeira,passive,0.1,321.7,0.0003108486167236556,,,
PORTO DO MANGUE,2020,RES,rede de espera,passive,111.9,321.7,0.34783960211377063,,,
PORTO DO MANGUE,2020,RTP,rede de tapagem,passive,0.6,321.7,0.0018650917003419335,,,
PORTO DO MANGUE,2020,SRD,sardinheira,passive,0.0,321.7,0.0,,,
PORTO DO MANGUE,2020,TNR,traineira,active,41.0,321.7,0.12744793285669878,,,
PORTO DO MANGUE,2020,TRF,tarrafa,active,9.8,321.7,0.03046316443891825,,,
PORTO DO MANGUE,2020,TRM,tremalho,passive,0.0,321.7,0.0,,,
PORTO DO MANGUE,2021,APA,arrasto de praia,active,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,APO,arrasto de porta,active,5.1,354.7,0.014378347899633492,,,
PORTO DO MANGUE,2021,CMN,coleta manual,active,30.6,354.7,0.08627008739780097,,,
PORTO DO MANGUE,2021,CMP,compressor,active,31.9,354.7,0.08993515647025656,,,
PORTO DO MANGUE,2021,COQ,coqueiro,active,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,CPL,covo peixe e lagosta,passive,0.9,354.7,0.0025373555117000285,,,
PORTO DO MANGUE,2021,CUR,curral,passive,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,CVL,covo lagosta,passive,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,CVP,covo peixe,passive,35.6,354.7,0.10036650690724556,,,
PORTO DO MANGUE,2021,JER,jereré,active,0.4,354.7,0.001127713560755568,,,
PORTO DO MANGUE,2021,LCL,linha e covo lagosta,mixed,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,LCP,linha e covo peixe,mixed,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,LES,linha e espinhel,mixed,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,LIJ,linha e jereré,mixed,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,LIN,linha,passive,41.7,354.7,0.11756413870876799,,,
PORTO DO MANGUE,2021,LML,linha e mergulho livre,mixed,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,LRE,linha e rede de espera,mixed,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,MEL,mergulho livre,active,31.8,354.7,0.08965322808006766,,,
PORTO DO MANGUE,2021,PUC,puçá,active,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,RAG,rede agulha,passive,1.4,354.7,0.0039469974626444885,,,
PORTO DO MANGUE,2021,RCA,rede caçoeira,passive,0.4,354.7,0.001127713560755568,,,
PORTO DO MANGUE,2021,RES,rede de espera,passive,120.2,354.7,0.3388779250070482,,,
PORTO DO MANGUE,2021,RTP,rede de tapagem,passive,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,SRD,sardinheira,passive,0.0,354.7,0.0,,,
PORTO DO MANGUE,2021,TNR,traineira,active,45.2,354.7,0.12743163236537922,,,
PORTO DO MANGUE,2021,TRF,tarrafa,active,9.5,354.7,0.026783197067944742,,,
PORTO DO MANGUE,2021,TRM,tremalho,passive,0.0,354.7,0.0,,,
PORTO DO MANGUE,2022,APO,arrasto de porta,active,1.5,649.3,0.0023101801940551363,,,
PORTO DO MANGUE,2022,CMN,coleta manual,active,27.1,649.3,0.041737255505929466,,,
PORTO DO MANGUE,2022,CMP,compressor,active,30.3,649.3,0.04666563991991376,,,
PORTO DO MANGUE,2022,COQ,coqueiro,active,0.0,649.3,0.0,,,
PORTO DO MANGUE,2022,CPL,covo peixe e lagosta,passive,0.0,649.3,0.0,,,
PORTO DO MANGUE,2022,CUR,curral,passive,0.0,649.3,0.0,,,
PORTO DO MANGUE,2022,CVL,covo lagosta,passive,0.0,649.3,0.0,,,
PORTO DO MANGUE,2022,CVP,covo peixe,passive,48.6,649.3,0.07484983828738642,,,
PORTO DO MANGUE,2022,LES,linha e espinhel,mixed,0.0,649.3,0.0,,,
