platform_exposure_class,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
20-50 km,2023,RCA,rede caçoeira,passive,48.599999999999994,5585.400000000001,0.008701256848211407,,,
20-50 km,2023,RES,rede de espera,passive,443.2,5585.400000000001,0.07934973323307193,,,
20-50 km,2023,RTP,rede de tapagem,passive,0.2,5585.400000000001,3.580764135066423e-05,,,
20-50 km,2023,SRD,sardinheira,passive,0.6,5585.400000000001,0.00010742292405199268,,,
20-50 km,2023,TNR,traineira,active,121.0,5585.400000000001,0.02166362301715186,,,
20-50 km,2023,TRF,tarrafa,active,8.100000000000001,5585.400000000001,0.0014502094747019015,,,
20-50 km,2023,TRM,tremalho,passive,35.5,5585.400000000001,0.0063558563397429005,,,
20-50 km,2024,APO,arrasto de porta,active,7.1000000000000005,4295.2,0.0016530080089402126,,,
20-50 km,2024,CMN,coleta manual,active,77.9,4295.2,0.018136524492456698,,,
20-50 km,2024,CMP,compressor,active,92.6,4295.2,0.02155894952505122,,,
20-50 km,2024,COQ,palha de coqueiro,passive,0.0,4295.2,0.0,,,
20-50 km,2024,CUR,curral,passive,0.0,4295.2,0.0,,,
20-50 km,2024,CVL,covo lagosta,passive,2.6,4295.2,0.0006053268765133172,,,
20-50 km,2024,CVP,covo peixe,passive,72.8,4295.2,0.01694915254237288,,,
20-50 km,2024,ESP,espinhel,passive,6.2,4295.2,0.0014434717824548333,,,
20-50 km,2024,LES,linha e espinhel,mixed,4.1,4295.2,0.0009545539206556156,,,
20-50 km,2024,LIJ,linha e jereré,mixed,187.1,4295.2,0.04356025330601602,,,
20-50 km,2024,LIN,linha,passive,3181.5,4295.2,0.7407105606258149,,,
20-50 km,2024,LML,linha e mergulho livre,mixed,4.8,4295.2,0.0011175265412553548,,,
20-50 km,2024,LRE,linha e rede de espera,mixed,58.5,4295.2,0.013619854721549637,,,
20-50 km,2024,MEL,mergulho livre,active,20.5,4295.2,0.004772769603278078,,,
20-50 km,2024,PUC,puçá,active,0.0,4295.2,0.0,,,
20-50 km,2024,RAG,rede agulha,passive,62.3,4295.2,0.014504563233376793,,,
20-50 km,2024,REC,rede caçoeira,passive,19.2,4295.2,0.004470106165021419,,,
20-50 km,2024,RES,rede de espera,passive,468.5,4295.2,0.1090752467871112,,,
20-50 km,2024,RTP,rede de tapagem,passive,0.0,4295.2,0.0,,,
20-50 km,2024,SRD,sardinheira,passive,0.0,4295.2,0.0,,,
20-50 km,2024,TRF,tarrafa,active,3.4,4295.2,0.0007915813000558764,,,
20-50 km,2024,TRM,tremalho,passive,26.099999999999998,4295.2,0.006076550568075992,,,
