local,year,boat_type,propulsion,vessels_monitored,total_vessels,boat_share,share_motorised,share_sail_row,share_other
MACAU,2021,BOV,sail/row,5,256,0.01953125,0.7265625,0.0546875,0.21875
MACAU,2021,CAM,motorised,133,256,0.51953125,0.7265625,0.0546875,0.21875
MACAU,2021,CAR,other,2,256,0.0078125,0.7265625,0.0546875,0.21875
MACAU,2021,CAV,sail/row,9,256,0.03515625,0.7265625,0.0546875,0.21875
MACAU,2021,JAM,motorised,1,256,0.00390625,0.7265625,0.0546875,0.21875
MACAU,2021,JAV,sail/row,0,256,0.0,0.7265625,0.0546875,0.21875
MACAU,2021,PED,other,13,256,0.05078125,0.7265625,0.0546875,0.21875
MACAU,2021,PQM,motorised,0,256,0.0,0.7265625,0.0546875,0.21875
MACAU,2021,PQV,sail/row,0,256,0.0,0.7265625,0.0546875,0.21875
MACAU,2022,BMG,motorised,1,284,0.0035211267605633804,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,BMM,motorised,51,284,0.1795774647887324,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,BMP,motorised,10,284,0.035211267605633804,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,BOM,other,49,284,0.17253521126760563,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,BOV,sail/row,3,284,0.01056338028169014,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,CAM,motorised,145,284,0.5105633802816901,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,CAR,other,3,284,0.01056338028169014,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,CAV,sail/row,11,284,0.03873239436619718,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,JAM,motorised,0,284,0.0,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,JAV,sail/row,0,284,0.0,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,PED,other,11,284,0.03873239436619718,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,PQM,motorised,0,284,0.0,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2022,PQV,sail/row,0,284,0.0,0.7288732394366197,0.04929577464788732,0.22183098591549297
MACAU,2023,BMG,motorised,2,266,0.007518796992481203,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,BMM,motorised,48,266,0.18045112781954886,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,BMP,motorised,7,266,0.02631578947368421,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,BOM,other,42,266,0.15789473684210525,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,BOV,sail/row,2,266,0.007518796992481203,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,CAM,motorised,144,266,0.5413533834586466,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,CAR,other,2,266,0.007518796992481203,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,CAV,sail/row,11,266,0.041353383458646614,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,JAM,motorised,1,266,0.0037593984962406013,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,JAV,sail/row,0,266,0.0,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,PED,other,6,266,0.022556390977443608,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,PQM,motorised,1,266,0.0037593984962406013,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2023,PQV,sail/row,0,266,0.0,0.7631578947368421,0.04887218045112782,0.18796992481203006
MACAU,2024,BMG,motorised,2,240,0.008333333333333333,0.7625,0.05,0.1875
MACAU,2024,BMM,motorised,43,240,0.17916666666666667,0.7625,0.05,0.1875
MACAU,2024,BMP,motorised,6,240,0.025,0.7625,0.05,0.1875
MACAU,2024,BOM,other,37,240,0.15416666666666667,0.7625,0.05,0.1875
MACAU,2024,BOV,sail/row,2,240,0.008333333333333333,0.7625,0.05,0.1875
MACAU,2024,CAM,motorised,131,240,0.5458333333333333,0.7625,0.05,0.1875
MACAU,2024,CAR,other,2,240,0.008333333333333333,0.7625,0.05,0.1875
MACAU,2024,CAV,sail/row,10,240,0.041666666666666664,0.7625,0.05,0.1875
MACAU,2024,JAM,motorised,1,240,0.004166666666666667,0.7625,0.05,0.1875
MACAU,2024,JAV,sail/row,0,240,0.0,0.7625,0.05,0.1875
MACAU,2024,PED,other,6,240,0.025,0.7625,0.05,0.1875
MACAU,2024,PQM,motorised,0,240,0.0,0.7625,0.05,0.1875
MACAU,2024,PQV,sail/row,0,240,0.0,0.7625,0.05,0.1875
PORTO DO MANGUE,2001,BMM,motorised,13,61,0.21311475409836064,0.26229508196721313,0.7377049180327869,0.0
PORTO DO MANGUE,2001,BMP,motorised,3,61,0.04918032786885246,0.26229508196721313,0.7377049180327869,0.0
PORTO DO MANGUE,2001,BOV,sail/row,26,61,0.4262295081967213,0.26229508196721313,0.7377049180327869,0.0
PORTO DO MANGUE,2001,CAV,sail/row,19,61,0.3114754098360656,0.26229508196721313,0.7377049180327869,0.0
PORTO DO MANGUE,2002,BMM,motorised,16,67,0.23880597014925373,0.26865671641791045,0.7313432835820896,0.0
PORTO DO MANGUE,2002,BMP,motorised,2,67,0.029850746268656716,0.26865671641791045,0.7313432835820896,0.0
PORTO DO MANGUE,2002,BOV,sail/row,27,67,0.40298507462686567,0.26865671641791045,0.7313432835820896,0.0
PORTO DO MANGUE,2002,CAV,sail/row,22,67,0.3283582089552239,0.26865671641791045,0.7313432835820896,0.0
PORTO DO MANGUE,2003,BMM,motorised,13,54,0.24074074074074073,0.2777777777777778,0.7222222222222222,0.0
PORTO DO MANGUE,2003,BMP,motorised,2,54,0.037037037037037035,0.2777777777777778,0.7222222222222222,0.0
PORTO DO MANGUE,2003,BOV,sail/row,24,54,0.4444444444444444,0.2777777777777778,0.7222222222222222,0.0
PORTO DO MANGUE,2003,CAV,sail/row,15,54,0.2777777777777778,0.2777777777777778,0.7222222222222222,0.0
PORTO DO MANGUE,2004,BMM,motorised,13,51,0.2549019607843137,0.3137254901960784,0.6862745098039216,0.0
PORTO DO MANGUE,2004,BMP,motorised,3,51,0.058823529411764705,0.3137254901960784,0.6862745098039216,0.0
PORTO DO MANGUE,2004,BOV,sail/row,18,51,0.35294117647058826,0.3137254901960784,0.6862745098039216,0.0
PORTO DO MANGUE,2004,CAV,sail/row,17,51,0.3333333333333333,0.3137254901960784,0.6862745098039216,0.0
PORTO DO MANGUE,2005,BMM,motorised,12,91,0.13186813186813187,0.25274725274725274,0.7472527472527473,0.0
PORTO DO MANGUE,2005,BMP,motorised,8,91,0.08791208791208792,0.25274725274725274,0.7472527472527473,0.0
PORTO DO MANGUE,2005,BOV,sail/row,36,91,0.3956043956043956,0.25274725274725274,0.7472527472527473,0.0
PORTO DO MANGUE,2005,CAV,sail/row,28,91,0.3076923076923077,0.25274725274725274,0.7472527472527473,0.0
PORTO DO MANGUE,2005,JAV,sail/row,4,91,0.04395604395604396,0.25274725274725274,0.7472527472527473,0.0
PORTO DO MANGUE,2005,PQM,motorised,3,91,0.03296703296703297,0.25274725274725274,0.7472527472527473,0.0
PORTO DO MANGUE,2006,BMM,motorised,9,44,0.20454545454545456,0.29545454545454547,0.7045454545454546,0.0
PORTO DO MANGUE,2006,BMP,motorised,4,44,0.09090909090909091,0.29545454545454547,0.7045454545454546,0.0
PORTO DO MANGUE,2006,BOV,sail/row,18,44,0.4090909090909091,0.29545454545454547,0.7045454545454546,0.0
PORTO DO MANGUE,2006,CAV,sail/row,13,44,0.29545454545454547,0.29545454545454547,0.7045454545454546,0.0
PORTO DO MANGUE,2007,BMM,motorised,8,75,0.10666666666666667,0.28,0.72,0.0
PORTO DO MANGUE,2007,BMP,motorised,6,75,0.08,0.28,0.72,0.0
PORTO DO MANGUE,2007,BOV,sail/row,32,75,0.4266666666666667,0.28,0.72,0.0
PORTO DO MANGUE,2007,CAV,sail/row,22,75,0.29333333333333333,0.28,0.72,0.0
PORTO DO MANGUE,2007,PQM,motorised,7,75,0.09333333333333334,0.28,0.72,0.0
PORTO DO MANGUE,2008,BMM,motorised,10,146,0.0684931506849315,0.4931506849315068,0.5068493150684932,0.0
PORTO DO MANGUE,2008,BMP,motorised,27,146,0.18493150684931506,0.4931506849315068,0.5068493150684932,0.0
PORTO DO MANGUE,2008,BOV,sail/row,35,146,0.23972602739726026,0.4931506849315068,0.5068493150684932,0.0
PORTO DO MANGUE,2008,CAM,motorised,9,146,0.06164383561643835,0.4931506849315068,0.5068493150684932,0.0
PORTO DO MANGUE,2008,CAV,sail/row,22,146,0.1506849315068493,0.4931506849315068,0.5068493150684932,0.0
PORTO DO MANGUE,2008,JAV,sail/row,17,146,0.11643835616438356,0.4931506849315068,0.5068493150684932,0.0
PORTO DO MANGUE,2008,PQM,motorised,26,146,0.1780821917808219,0.4931506849315068,0.5068493150684932,0.0
PORTO DO MANGUE,2009,BMG,motorised,1,153,0.006535947712418301,0.49673202614379086,0.5032679738562091,0.0
PORTO DO MANGUE,2009,BMM,motorised,14,153,0.0915032679738562,0.49673202614379086,0.5032679738562091,0.0
PORTO DO MANGUE,2009,BMP,motorised,21,153,0.13725490196078433,0.49673202614379086,0.5032679738562091,0.0
PORTO DO MANGUE,2009,BOM,other,0,153,0.0,0.49673202614379086,0.5032679738562091,0.0
PORTO DO MANGUE,2009,BOV,sail/row,22,153,0.1437908496732026,0.49673202614379086,0.5032679738562091,0.0
PORTO DO MANGUE,2009,CAM,motorised,32,153,0.20915032679738563,0.49673202614379086,0.5032679738562091,0.0
PORTO DO MANGUE,2009,CAV,sail/row,32,153,0.20915032679738563,0.49673202614379086,0.5032679738562091,0.0
PORTO DO MANGUE,2009,JAV,sail/row,7,153,0.0457516339869281,0.49673202614379086,0.5032679738562091,0.0
PORTO DO MANGUE,2009,PQM,motorised,8,153,0.05228758169934641,0.49673202614379086,0.5032679738562091,0.0
PORTO DO MANGUE,2009,PQV,sail/row,16,153,0.10457516339869281,0.49673202614379086,0.5032679738562091,0.0
PORTO DO MANGUE,2010,BMG,motorised,1,156,0.00641025641025641,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,BMM,motorised,19,156,0.12179487179487179,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,BMP,motorised,12,156,0.07692307692307693,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,BOM,other,0,156,0.0,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,BOV,sail/row,23,156,0.14743589743589744,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,CAM,motorised,30,156,0.19230769230769232,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,CAR,other,0,156,0.0,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,CAV,sail/row,29,156,0.1858974358974359,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,JAV,sail/row,5,156,0.03205128205128205,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,PED,other,9,156,0.057692307692307696,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,PQM,motorised,10,156,0.0641025641025641,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,PQR,other,8,156,0.05128205128205128,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2010,PQV,sail/row,10,156,0.0641025641025641,0.46153846153846156,0.42948717948717946,0.10897435897435898
PORTO DO MANGUE,2011,BMG,motorised,0,176,0.0,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,BMM,motorised,20,176,0.11363636363636363,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,BMP,motorised,7,176,0.03977272727272727,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,BOM,other,4,176,0.022727272727272728,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,BOV,sail/row,23,176,0.13068181818181818,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,CAM,motorised,45,176,0.2556818181818182,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,CAR,other,6,176,0.03409090909090909,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,CAV,sail/row,4,176,0.022727272727272728,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,JAM,motorised,5,176,0.028409090909090908,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,JAV,sail/row,1,176,0.005681818181818182,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,PED,other,38,176,0.2159090909090909,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,PQM,motorised,1,176,0.005681818181818182,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,PQR,other,15,176,0.08522727272727272,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2011,PQV,sail/row,7,176,0.03977272727272727,0.4431818181818182,0.19886363636363635,0.35795454545454547
PORTO DO MANGUE,2012,BMG,motorised,0,186,0.0,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,BMM,motorised,19,186,0.10215053763440861,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,BMP,motorised,5,186,0.026881720430107527,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,BOM,other,10,186,0.053763440860215055,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,BOV,sail/row,23,186,0.12365591397849462,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,CAM,motorised,56,186,0.3010752688172043,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,CAR,other,10,186,0.053763440860215055,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,CAV,sail/row,4,186,0.021505376344086023,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,JAM,motorised,4,186,0.021505376344086023,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,JAV,sail/row,0,186,0.0,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,PED,other,38,186,0.20430107526881722,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,PQM,motorised,3,186,0.016129032258064516,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2012,PQV,sail/row,14,186,0.07526881720430108,0.46774193548387094,0.22043010752688172,0.3118279569892473
PORTO DO MANGUE,2013,BMG,motorised,0,124,0.0,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,BMM,motorised,15,124,0.12096774193548387,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,BMP,motorised,5,124,0.04032258064516129,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,BOM,other,6,124,0.04838709677419355,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,BOV,sail/row,18,124,0.14516129032258066,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,CAM,motorised,47,124,0.3790322580645161,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,CAR,other,2,124,0.016129032258064516,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,CAV,sail/row,4,124,0.03225806451612903,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,JAM,motorised,6,124,0.04838709677419355,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,JAV,sail/row,0,124,0.0,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,PED,other,17,124,0.13709677419354838,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,PQM,motorised,1,124,0.008064516129032258,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2013,PQV,sail/row,3,124,0.024193548387096774,0.5967741935483871,0.20161290322580644,0.20161290322580644
PORTO DO MANGUE,2014,BMG,motorised,0,121,0.0,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,BMM,motorised,16,121,0.1322314049586777,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,BMP,motorised,4,121,0.03305785123966942,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,BOM,other,5,121,0.04132231404958678,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,BOV,sail/row,17,121,0.14049586776859505,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,CAM,motorised,44,121,0.36363636363636365,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,CAR,other,1,121,0.008264462809917356,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,CAV,sail/row,3,121,0.024793388429752067,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,JAM,motorised,9,121,0.0743801652892562,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,JAV,sail/row,0,121,0.0,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,PED,other,18,121,0.1487603305785124,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,PQM,motorised,0,121,0.0,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2014,PQV,sail/row,4,121,0.03305785123966942,0.6033057851239669,0.19834710743801653,0.19834710743801653
PORTO DO MANGUE,2015,BMG,motorised,0,136,0.0,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,BMM,motorised,18,136,0.1323529411764706,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,BMP,motorised,16,136,0.11764705882352941,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,BOM,other,5,136,0.03676470588235294,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,BOV,sail/row,16,136,0.11764705882352941,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,CAM,motorised,49,136,0.3602941176470588,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,CAR,other,0,136,0.0,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,CAV,sail/row,2,136,0.014705882352941176,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,JAM,motorised,13,136,0.09558823529411764,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,JAV,sail/row,0,136,0.0,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,PED,other,15,136,0.11029411764705882,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,PQM,motorised,1,136,0.007352941176470588,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2015,PQV,sail/row,1,136,0.007352941176470588,0.7132352941176471,0.13970588235294118,0.14705882352941177
PORTO DO MANGUE,2016,BMG,motorised,0,125,0.0,0.648,0.16,0.192
PORTO DO MANGUE,2016,BMM,motorised,18,125,0.144,0.648,0.16,0.192
PORTO DO MANGUE,2016,BMP,motorised,5,125,0.04,0.648,0.16,0.192
PORTO DO MANGUE,2016,BOM,other,7,125,0.056,0.648,0.16,0.192
PORTO DO MANGUE,2016,BOV,sail/row,15,125,0.12,0.648,0.16,0.192
PORTO DO MANGUE,2016,CAM,motorised,47,125,0.376,0.648,0.16,0.192
PORTO DO MANGUE,2016,CAR,other,1,125,0.008,0.648,0.16,0.192
PORTO DO MANGUE,2016,CAV,sail/row,3,125,0.024,0.648,0.16,0.192
PORTO DO MANGUE,2016,JAM,motorised,10,125,0.08,0.648,0.16,0.192
PORTO DO MANGUE,2016,JAV,sail/row,0,125,0.0,0.648,0.16,0.192
PORTO DO MANGUE,2016,PED,other,16,125,0.128,0.648,0.16,0.192
PORTO DO MANGUE,2016,PQM,motorised,1,125,0.008,0.648,0.16,0.192
PORTO DO MANGUE,2016,PQV,sail/row,2,125,0.016,0.648,0.16,0.192
PORTO DO MANGUE,2017,BMG,motorised,0,117,0.0,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,BMM,motorised,17,117,0.1452991452991453,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,BMP,motorised,4,117,0.03418803418803419,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,BOM,other,6,117,0.05128205128205128,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,BOV,sail/row,12,117,0.10256410256410256,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,CAM,motorised,42,117,0.358974358974359,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,CAR,other,1,117,0.008547008547008548,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,CAV,sail/row,2,117,0.017094017094017096,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,JAM,motorised,8,117,0.06837606837606838,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,JAV,sail/row,2,117,0.017094017094017096,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,PED,other,21,117,0.1794871794871795,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,PQM,motorised,0,117,0.0,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2017,PQV,sail/row,2,117,0.017094017094017096,0.6068376068376068,0.15384615384615385,0.23931623931623933
PORTO DO MANGUE,2018,BMG,motorised,0,92,0.0,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,BMM,motorised,16,92,0.17391304347826086,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,BMP,motorised,2,92,0.021739130434782608,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,BOM,other,6,92,0.06521739130434782,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,BOV,sail/row,6,92,0.06521739130434782,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,CAM,motorised,29,92,0.31521739130434784,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,CAR,other,0,92,0.0,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,CAV,sail/row,1,92,0.010869565217391304,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,JAM,motorised,16,92,0.17391304347826086,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,JAV,sail/row,0,92,0.0,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,PED,other,16,92,0.17391304347826086,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,PQM,motorised,0,92,0.0,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2018,PQV,sail/row,0,92,0.0,0.6847826086956522,0.07608695652173914,0.2391304347826087
PORTO DO MANGUE,2019,BMG,motorised,0,116,0.0,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,BMM,motorised,23,116,0.19827586206896552,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,BMP,motorised,2,116,0.017241379310344827,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,BOM,other,7,116,0.0603448275862069,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,BOV,sail/row,7,116,0.0603448275862069,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,CAM,motorised,36,116,0.3103448275862069,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,CAR,other,0,116,0.0,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,CAV,sail/row,1,116,0.008620689655172414,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,JAM,motorised,18,116,0.15517241379310345,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,JAV,sail/row,0,116,0.0,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,PED,other,22,116,0.1896551724137931,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,PQM,motorised,0,116,0.0,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2019,PQV,sail/row,0,116,0.0,0.6810344827586207,0.06896551724137931,0.25
PORTO DO MANGUE,2020,BMG,motorised,0,116,0.0,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,BMM,motorised,21,116,0.1810344827586207,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,BMP,motorised,3,116,0.02586206896551724,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,BOM,other,7,116,0.0603448275862069,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,BOV,sail/row,8,116,0.06896551724137931,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,CAM,motorised,35,116,0.3017241379310345,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,CAR,other,0,116,0.0,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,CAV,sail/row,1,116,0.008620689655172414,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,JAM,motorised,20,116,0.1724137931034483,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,JAV,sail/row,0,116,0.0,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,PED,other,21,116,0.1810344827586207,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,PQM,motorised,0,116,0.0,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2020,PQV,sail/row,0,116,0.0,0.6810344827586207,0.07758620689655173,0.2413793103448276
PORTO DO MANGUE,2021,BMG,motorised,0,121,0.0,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2021,BMM,motorised,20,121,0.1652892561983471,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2021,BMP,motorised,6,121,0.049586776859504134,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2021,BOM,other,4,121,0.03305785123966942,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2021,BOV,sail/row,9,121,0.0743801652892562,0.7272727272727273,0.08264462809917356,0.19008264462809918
