local,year,boat_type,propulsion,vessels_monitored,total_vessels,boat_share,share_motorised,share_sail_row,share_other
PORTO DO MANGUE,2021,CAM,motorised,40,121,0.3305785123966942,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2021,CAR,other,0,121,0.0,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2021,CAV,sail/row,1,121,0.008264462809917356,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2021,JAM,motorised,22,121,0.18181818181818182,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2021,JAV,sail/row,0,121,0.0,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2021,PED,other,19,121,0.15702479338842976,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2021,PQM,motorised,0,121,0.0,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2021,PQV,sail/row,0,121,0.0,0.7272727272727273,0.08264462809917356,0.19008264462809918
PORTO DO MANGUE,2022,BMG,motorised,0,119,0.0,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,BMM,motorised,18,119,0.15126050420168066,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,BMP,motorised,10,119,0.08403361344537816,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,BOM,other,3,119,0.025210084033613446,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,BOV,sail/row,7,119,0.058823529411764705,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,CAM,motorised,38,119,0.31932773109243695,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,CAR,other,0,119,0.0,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,CAV,sail/row,1,119,0.008403361344537815,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,JAM,motorised,23,119,0.19327731092436976,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,JAV,sail/row,0,119,0.0,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,PED,other,19,119,0.15966386554621848,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,PQM,motorised,0,119,0.0,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2022,PQV,sail/row,0,119,0.0,0.7478991596638656,0.06722689075630252,0.18487394957983194
PORTO DO MANGUE,2023,BMG,motorised,0,115,0.0,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,BMM,motorised,15,115,0.13043478260869565,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,BMP,motorised,10,115,0.08695652173913043,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,BOM,other,1,115,0.008695652173913044,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,BOV,sail/row,8,115,0.06956521739130435,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,CAM,motorised,36,115,0.3130434782608696,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,CAR,other,0,115,0.0,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,CAV,sail/row,1,115,0.008695652173913044,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,JAM,motorised,25,115,0.21739130434782608,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,JAV,sail/row,0,115,0.0,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,PED,other,19,115,0.16521739130434782,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,PQM,motorised,0,115,0.0,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2023,PQV,sail/row,0,115,0.0,0.7478260869565218,0.0782608695652174,0.17391304347826086
PORTO DO MANGUE,2024,BMG,motorised,0,107,0.0,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,BMM,motorised,15,107,0.14018691588785046,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,BMP,motorised,10,107,0.09345794392523364,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,BOM,other,2,107,0.018691588785046728,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,BOV,sail/row,7,107,0.06542056074766354,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,CAM,motorised,29,107,0.27102803738317754,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,CAR,other,0,107,0.0,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,CAV,sail/row,1,107,0.009345794392523364,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,JAM,motorised,25,107,0.2336448598130841,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,JAV,sail/row,0,107,0.0,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,PED,other,18,107,0.16822429906542055,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,PQM,motorised,0,107,0.0,0.7383177570093458,0.07476635514018691,0.18691588785046728
PORTO DO MANGUE,2024,PQV,sail/row,0,107,0.0,0.7383177570093458,0.07476635514018691,0.18691588785046728
TIBAU,2008,BMM,motorised,1,2,0.5,1.0,0.0,0.0
TIBAU,2008,PQM,motorised,1,2,0.5,1.0,0.0,0.0
TIBAU,2009,BMM,motorised,7,46,0.15217391304347827,0.391304347826087,0.6086956521739131,0.0
TIBAU,2009,BMP,motorised,1,46,0.021739130434782608,0.391304347826087,0.6086956521739131,0.0
TIBAU,2009,BOM,other,0,46,0.0,0.391304347826087,0.6086956521739131,0.0
TIBAU,2009,BOV,sail/row,3,46,0.06521739130434782,0.391304347826087,0.6086956521739131,0.0
TIBAU,2009,CAM,motorised,0,46,0.0,0.391304347826087,0.6086956521739131,0.0
TIBAU,2009,JAV,sail/row,7,46,0.15217391304347827,0.391304347826087,0.6086956521739131,0.0
TIBAU,2009,PED,other,0,46,0.0,0.391304347826087,0.6086956521739131,0.0
TIBAU,2009,PQM,motorised,10,46,0.21739130434782608,0.391304347826087,0.6086956521739131,0.0
TIBAU,2009,PQV,sail/row,18,46,0.391304347826087,0.391304347826087,0.6086956521739131,0.0
TIBAU,2010,BMG,motorised,0,58,0.0,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,BMM,motorised,7,58,0.1206896551724138,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,BMP,motorised,0,58,0.0,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,BOM,other,0,58,0.0,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,BOV,sail/row,4,58,0.06896551724137931,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,CAM,motorised,0,58,0.0,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,CAR,other,0,58,0.0,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,CAV,sail/row,0,58,0.0,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,JAV,sail/row,5,58,0.08620689655172414,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,PED,other,0,58,0.0,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,PQM,motorised,21,58,0.3620689655172414,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,PQR,other,0,58,0.0,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2010,PQV,sail/row,21,58,0.3620689655172414,0.4827586206896552,0.5172413793103449,0.0
TIBAU,2011,BMG,motorised,0,55,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,BMM,motorised,7,55,0.12727272727272726,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,BMP,motorised,0,55,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,BOM,other,0,55,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,BOV,sail/row,4,55,0.07272727272727272,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,CAM,motorised,0,55,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,CAR,other,0,55,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,CAV,sail/row,0,55,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,JAM,motorised,5,55,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,JAV,sail/row,6,55,0.10909090909090909,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,PED,other,0,55,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,PQM,motorised,18,55,0.32727272727272727,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,PQR,other,5,55,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2011,PQV,sail/row,10,55,0.18181818181818182,0.5454545454545454,0.36363636363636365,0.09090909090909091
TIBAU,2012,BMG,motorised,0,43,0.0,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,BMM,motorised,6,43,0.13953488372093023,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,BMP,motorised,0,43,0.0,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,BOM,other,0,43,0.0,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,BOV,sail/row,5,43,0.11627906976744186,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,CAM,motorised,0,43,0.0,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,CAR,other,0,43,0.0,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,CAV,sail/row,0,43,0.0,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,JAM,motorised,3,43,0.06976744186046512,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,JAV,sail/row,5,43,0.11627906976744186,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,PED,other,0,43,0.0,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,PQM,motorised,18,43,0.4186046511627907,0.627906976744186,0.37209302325581395,0.0
TIBAU,2012,PQV,sail/row,6,43,0.13953488372093023,0.627906976744186,0.37209302325581395,0.0
TIBAU,2013,BMG,motorised,0,15,0.0,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,BMM,motorised,6,15,0.4,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,BMP,motorised,0,15,0.0,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,BOM,other,0,15,0.0,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,BOV,sail/row,2,15,0.13333333333333333,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,CAM,motorised,0,15,0.0,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,CAR,other,0,15,0.0,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,CAV,sail/row,0,15,0.0,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,JAM,motorised,1,15,0.06666666666666667,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,JAV,sail/row,0,15,0.0,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,PED,other,0,15,0.0,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,PQM,motorised,4,15,0.26666666666666666,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2013,PQV,sail/row,2,15,0.13333333333333333,0.7333333333333333,0.26666666666666666,0.0
TIBAU,2014,BMG,motorised,1,11,0.09090909090909091,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,BMM,motorised,2,11,0.18181818181818182,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,BMP,motorised,0,11,0.0,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,BOM,other,0,11,0.0,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,BOV,sail/row,1,11,0.09090909090909091,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,CAM,motorised,0,11,0.0,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,CAR,other,0,11,0.0,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,CAV,sail/row,0,11,0.0,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,JAM,motorised,1,11,0.09090909090909091,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,JAV,sail/row,0,11,0.0,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,PED,other,0,11,0.0,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,PQM,motorised,4,11,0.36363636363636365,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2014,PQV,sail/row,2,11,0.18181818181818182,0.7272727272727273,0.2727272727272727,0.0
TIBAU,2015,BMG,motorised,0,14,0.0,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,BMM,motorised,5,14,0.35714285714285715,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,BMP,motorised,0,14,0.0,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,BOM,other,0,14,0.0,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,BOV,sail/row,2,14,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,CAM,motorised,0,14,0.0,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,CAR,other,0,14,0.0,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,CAV,sail/row,0,14,0.0,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,JAM,motorised,1,14,0.07142857142857142,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,JAV,sail/row,0,14,0.0,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,PED,other,0,14,0.0,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,PQM,motorised,4,14,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2015,PQV,sail/row,2,14,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2016,BMG,motorised,0,14,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,BMM,motorised,4,14,0.2857142857142857,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,BMP,motorised,0,14,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,BOM,other,0,14,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,BOV,sail/row,2,14,0.14285714285714285,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,CAM,motorised,0,14,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,CAR,other,0,14,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,CAV,sail/row,0,14,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,JAM,motorised,1,14,0.07142857142857142,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,JAV,sail/row,0,14,0.0,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,PED,other,1,14,0.07142857142857142,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,PQM,motorised,4,14,0.2857142857142857,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2016,PQV,sail/row,2,14,0.14285714285714285,0.6428571428571429,0.2857142857142857,0.07142857142857142
TIBAU,2017,BMG,motorised,0,14,0.0,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,BMM,motorised,2,14,0.14285714285714285,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,BMP,motorised,0,14,0.0,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,BOM,other,0,14,0.0,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,BOV,sail/row,2,14,0.14285714285714285,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,CAM,motorised,0,14,0.0,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,CAR,other,0,14,0.0,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,CAV,sail/row,0,14,0.0,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,JAM,motorised,1,14,0.07142857142857142,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,JAV,sail/row,0,14,0.0,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,PED,other,0,14,0.0,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,PQM,motorised,6,14,0.42857142857142855,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2017,PQV,sail/row,3,14,0.21428571428571427,0.6428571428571429,0.35714285714285715,0.0
TIBAU,2018,BMG,motorised,0,16,0.0,0.5625,0.4375,0.0
TIBAU,2018,BMM,motorised,3,16,0.1875,0.5625,0.4375,0.0
TIBAU,2018,BMP,motorised,0,16,0.0,0.5625,0.4375,0.0
TIBAU,2018,BOM,other,0,16,0.0,0.5625,0.4375,0.0
TIBAU,2018,BOV,sail/row,2,16,0.125,0.5625,0.4375,0.0
TIBAU,2018,CAM,motorised,0,16,0.0,0.5625,0.4375,0.0
TIBAU,2018,CAR,other,0,16,0.0,0.5625,0.4375,0.0
TIBAU,2018,CAV,sail/row,0,16,0.0,0.5625,0.4375,0.0
TIBAU,2018,JAM,motorised,0,16,0.0,0.5625,0.4375,0.0
TIBAU,2018,JAV,sail/row,0,16,0.0,0.5625,0.4375,0.0
TIBAU,2018,PED,other,0,16,0.0,0.5625,0.4375,0.0
TIBAU,2018,PQM,motorised,6,16,0.375,0.5625,0.4375,0.0
TIBAU,2018,PQV,sail/row,5,16,0.3125,0.5625,0.4375,0.0
TIBAU,2019,BMG,motorised,0,13,0.0,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,BMM,motorised,2,13,0.15384615384615385,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,BMP,motorised,0,13,0.0,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,BOM,other,0,13,0.0,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,BOV,sail/row,2,13,0.15384615384615385,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,CAM,motorised,0,13,0.0,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,CAR,other,0,13,0.0,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,CAV,sail/row,0,13,0.0,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,JAM,motorised,0,13,0.0,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,JAV,sail/row,0,13,0.0,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,PED,other,0,13,0.0,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,PQM,motorised,5,13,0.38461538461538464,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2019,PQV,sail/row,4,13,0.3076923076923077,0.5384615384615384,0.46153846153846156,0.0
TIBAU,2020,BMG,motorised,0,12,0.0,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,BMM,motorised,2,12,0.16666666666666666,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,BMP,motorised,0,12,0.0,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,BOM,other,0,12,0.0,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,BOV,sail/row,1,12,0.08333333333333333,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,CAM,motorised,0,12,0.0,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,CAR,other,0,12,0.0,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,CAV,sail/row,0,12,0.0,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,JAM,motorised,0,12,0.0,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,JAV,sail/row,0,12,0.0,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,PED,other,0,12,0.0,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,PQM,motorised,5,12,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2020,PQV,sail/row,4,12,0.3333333333333333,0.5833333333333334,0.4166666666666667,0.0
TIBAU,2021,BMG,motorised,0,12,0.0,0.5,0.5,0.0
TIBAU,2021,BMM,motorised,1,12,0.08333333333333333,0.5,0.5,0.0
TIBAU,2021,BMP,motorised,0,12,0.0,0.5,0.5,0.0
TIBAU,2021,BOM,other,0,12,0.0,0.5,0.5,0.0
TIBAU,2021,BOV,sail/row,1,12,0.08333333333333333,0.5,0.5,0.0
TIBAU,2021,CAM,motorised,0,12,0.0,0.5,0.5,0.0
TIBAU,2021,CAR,other,0,12,0.0,0.5,0.5,0.0
TIBAU,2021,CAV,sail/row,0,12,0.0,0.5,0.5,0.0
TIBAU,2021,JAM,motorised,0,12,0.0,0.5,0.5,0.0
TIBAU,2021,JAV,sail/row,0,12,0.0,0.5,0.5,0.0
TIBAU,2021,PED,other,0,12,0.0,0.5,0.5,0.0
TIBAU,2021,PQM,motorised,5,12,0.4166666666666667,0.5,0.5,0.0
TIBAU,2021,PQV,sail/row,5,12,0.4166666666666667,0.5,0.5,0.0
TIBAU,2022,BMG,motorised,0,13,0.0,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,BMM,motorised,2,13,0.15384615384615385,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,BMP,motorised,0,13,0.0,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,BOM,other,0,13,0.0,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,BOV,sail/row,0,13,0.0,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,CAM,motorised,0,13,0.0,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,CAR,other,0,13,0.0,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,CAV,sail/row,0,13,0.0,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,JAM,motorised,1,13,0.07692307692307693,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,JAV,sail/row,0,13,0.0,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,PED,other,0,13,0.0,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,PQM,motorised,7,13,0.5384615384615384,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2022,PQV,sail/row,3,13,0.23076923076923078,0.7692307692307693,0.23076923076923078,0.0
TIBAU,2023,BMG,motorised,0,14,0.0,0.7142857142857143,0.2857142857142857,0.0
TIBAU,2023,BMM,motorised,2,14,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0
