mpa_exposure_class,year,boat_type,propulsion,vessels_monitored,total_vessels,boat_share,share_motorised,share_sail_row,share_other
25-50 km,2017,JAV,sail/row,3,203,0.014778325123152709,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2017,PED,other,0,203,0.0,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2017,PQM,motorised,7,203,0.034482758620689655,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2017,PQV,sail/row,5,203,0.024630541871921183,0.45320197044334976,0.24630541871921183,0.30049261083743845
25-50 km,2018,BMG,motorised,0,187,0.0,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,BMM,motorised,50,187,0.26737967914438504,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,BMP,motorised,9,187,0.0481283422459893,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,BOM,other,55,187,0.29411764705882354,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,BOV,sail/row,15,187,0.08021390374331551,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,CAM,motorised,36,187,0.1925133689839572,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,CAR,other,0,187,0.0,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,CAV,sail/row,0,187,0.0,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,JAM,motorised,10,187,0.053475935828877004,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,JAV,sail/row,0,187,0.0,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,PED,other,0,187,0.0,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,PQM,motorised,7,187,0.0374331550802139,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2018,PQV,sail/row,5,187,0.026737967914438502,0.5989304812834224,0.10695187165775401,0.29411764705882354
25-50 km,2019,BMG,motorised,0,220,0.0,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,BMM,motorised,69,220,0.31363636363636366,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,BMP,motorised,10,220,0.045454545454545456,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,BOM,other,63,220,0.2863636363636364,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,BOV,sail/row,13,220,0.05909090909090909,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,CAM,motorised,40,220,0.18181818181818182,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,CAR,other,0,220,0.0,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,CAV,sail/row,0,220,0.0,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,JAM,motorised,13,220,0.05909090909090909,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,JAV,sail/row,0,220,0.0,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,PED,other,0,220,0.0,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,PQM,motorised,6,220,0.02727272727272727,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2019,PQV,sail/row,6,220,0.02727272727272727,0.6272727272727273,0.08636363636363636,0.2863636363636364
25-50 km,2020,BMG,motorised,0,209,0.0,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,BMM,motorised,70,209,0.3349282296650718,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,BMP,motorised,8,209,0.03827751196172249,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,BOM,other,57,209,0.2727272727272727,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,BOV,sail/row,9,209,0.0430622009569378,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,CAM,motorised,41,209,0.19617224880382775,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,CAR,other,0,209,0.0,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,CAV,sail/row,0,209,0.0,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,JAM,motorised,12,209,0.05741626794258373,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,JAV,sail/row,0,209,0.0,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,PED,other,0,209,0.0,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,PQM,motorised,6,209,0.028708133971291867,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2020,PQV,sail/row,6,209,0.028708133971291867,0.6555023923444976,0.07177033492822966,0.2727272727272727
25-50 km,2021,BMG,motorised,0,198,0.0,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,BMM,motorised,69,198,0.3484848484848485,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,BMP,motorised,7,198,0.03535353535353535,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,BOM,other,53,198,0.2676767676767677,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,BOV,sail/row,6,198,0.030303030303030304,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,CAM,motorised,38,198,0.1919191919191919,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,CAR,other,0,198,0.0,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,CAV,sail/row,0,198,0.0,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,JAM,motorised,12,198,0.06060606060606061,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,JAV,sail/row,0,198,0.0,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,PED,other,0,198,0.0,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,PQM,motorised,7,198,0.03535353535353535,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2021,PQV,sail/row,6,198,0.030303030303030304,0.6717171717171717,0.06060606060606061,0.2676767676767677
25-50 km,2022,BMG,motorised,0,206,0.0,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,BMM,motorised,87,206,0.4223300970873786,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,BMP,motorised,11,206,0.05339805825242718,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,BOM,other,42,206,0.20388349514563106,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,BOV,sail/row,3,206,0.014563106796116505,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,CAM,motorised,34,206,0.1650485436893204,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,CAR,other,0,206,0.0,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,CAV,sail/row,0,206,0.0,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,JAM,motorised,16,206,0.07766990291262135,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,JAV,sail/row,0,206,0.0,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,PED,other,0,206,0.0,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,PQM,motorised,9,206,0.043689320388349516,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2022,PQV,sail/row,4,206,0.019417475728155338,0.7621359223300971,0.03398058252427184,0.20388349514563106
25-50 km,2023,BMG,motorised,0,208,0.0,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,BMM,motorised,91,208,0.4375,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,BMP,motorised,12,208,0.057692307692307696,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,BOM,other,35,208,0.16826923076923078,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,BOV,sail/row,1,208,0.004807692307692308,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,CAM,motorised,38,208,0.18269230769230768,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,CAR,other,0,208,0.0,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,CAV,sail/row,0,208,0.0,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,JAM,motorised,17,208,0.08173076923076923,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,JAV,sail/row,0,208,0.0,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,PED,other,0,208,0.0,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,PQM,motorised,9,208,0.04326923076923077,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2023,PQV,sail/row,5,208,0.02403846153846154,0.8028846153846154,0.028846153846153848,0.16826923076923078
25-50 km,2024,BMG,motorised,0,182,0.0,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,BMM,motorised,78,182,0.42857142857142855,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,BMP,motorised,12,182,0.06593406593406594,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,BOM,other,31,182,0.17032967032967034,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,BOV,sail/row,1,182,0.005494505494505495,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,CAM,motorised,33,182,0.1813186813186813,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,CAR,other,1,182,0.005494505494505495,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,CAV,sail/row,0,182,0.0,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,JAM,motorised,15,182,0.08241758241758242,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,JAV,sail/row,0,182,0.0,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,PED,other,0,182,0.0,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,PQM,motorised,7,182,0.038461538461538464,0.7967032967032966,0.027472527472527472,0.17582417582417584
25-50 km,2024,PQV,sail/row,4,182,0.02197802197802198,0.7967032967032966,0.027472527472527472,0.17582417582417584
inside,2001,BMM,motorised,13,61,0.21311475409836064,0.26229508196721313,0.7377049180327869,0.0
inside,2001,BMP,motorised,3,61,0.04918032786885246,0.26229508196721313,0.7377049180327869,0.0
inside,2001,BOV,sail/row,26,61,0.4262295081967213,0.26229508196721313,0.7377049180327869,0.0
inside,2001,CAV,sail/row,19,61,0.3114754098360656,0.26229508196721313,0.7377049180327869,0.0
inside,2002,BMM,motorised,16,67,0.23880597014925373,0.26865671641791045,0.7313432835820896,0.0
inside,2002,BMP,motorised,2,67,0.029850746268656716,0.26865671641791045,0.7313432835820896,0.0
inside,2002,BOV,sail/row,27,67,0.40298507462686567,0.26865671641791045,0.7313432835820896,0.0
inside,2002,CAV,sail/row,22,67,0.3283582089552239,0.26865671641791045,0.7313432835820896,0.0
inside,2003,BMG,motorised,2,80,0.025,0.475,0.525,0.0
inside,2003,BMM,motorised,33,80,0.4125,0.475,0.525,0.0
inside,2003,BMP,motorised,3,80,0.0375,0.475,0.525,0.0
inside,2003,BOV,sail/row,27,80,0.3375,0.475,0.525,0.0
inside,2003,CAV,sail/row,15,80,0.1875,0.475,0.525,0.0
inside,2004,BMM,motorised,13,51,0.2549019607843137,0.3137254901960784,0.6862745098039216,0.0
inside,2004,BMP,motorised,3,51,0.058823529411764705,0.3137254901960784,0.6862745098039216,0.0
inside,2004,BOV,sail/row,18,51,0.35294117647058826,0.3137254901960784,0.6862745098039216,0.0
inside,2004,CAV,sail/row,17,51,0.3333333333333333,0.3137254901960784,0.6862745098039216,0.0
inside,2005,BMG,motorised,4,188,0.02127659574468085,0.5159574468085106,0.48404255319148937,0.0
inside,2005,BMM,motorised,64,188,0.3404255319148936,0.5159574468085106,0.48404255319148937,0.0
inside,2005,BMP,motorised,14,188,0.07446808510638298,0.5159574468085106,0.48404255319148937,0.0
inside,2005,BOV,sail/row,58,188,0.30851063829787234,0.5159574468085106,0.48404255319148937,0.0
inside,2005,CAV,sail/row,29,188,0.15425531914893617,0.5159574468085106,0.48404255319148937,0.0
inside,2005,JAV,sail/row,4,188,0.02127659574468085,0.5159574468085106,0.48404255319148937,0.0
inside,2005,PQM,motorised,15,188,0.0797872340425532,0.5159574468085106,0.48404255319148937,0.0
inside,2006,BMG,motorised,1,111,0.009009009009009009,0.6126126126126126,0.38738738738738737,0.0
inside,2006,BMM,motorised,49,111,0.44144144144144143,0.6126126126126126,0.38738738738738737,0.0
inside,2006,BMP,motorised,8,111,0.07207207207207207,0.6126126126126126,0.38738738738738737,0.0
inside,2006,BOV,sail/row,27,111,0.24324324324324326,0.6126126126126126,0.38738738738738737,0.0
inside,2006,CAV,sail/row,13,111,0.11711711711711711,0.6126126126126126,0.38738738738738737,0.0
inside,2006,JAV,sail/row,3,111,0.02702702702702703,0.6126126126126126,0.38738738738738737,0.0
inside,2006,PQM,motorised,10,111,0.09009009009009009,0.6126126126126126,0.38738738738738737,0.0
inside,2007,BMG,motorised,4,136,0.029411764705882353,0.5514705882352942,0.4485294117647059,0.0
inside,2007,BMM,motorised,42,136,0.3088235294117647,0.5514705882352942,0.4485294117647059,0.0
inside,2007,BMP,motorised,10,136,0.07352941176470588,0.5514705882352942,0.4485294117647059,0.0
inside,2007,BOV,sail/row,39,136,0.2867647058823529,0.5514705882352942,0.4485294117647059,0.0
inside,2007,CAV,sail/row,22,136,0.16176470588235295,0.5514705882352942,0.4485294117647059,0.0
inside,2007,PQM,motorised,19,136,0.13970588235294118,0.5514705882352942,0.4485294117647059,0.0
inside,2008,BMG,motorised,10,266,0.03759398496240601,0.6654135338345865,0.33458646616541354,0.0
inside,2008,BMM,motorised,53,266,0.19924812030075187,0.6654135338345865,0.33458646616541354,0.0
inside,2008,BMP,motorised,36,266,0.13533834586466165,0.6654135338345865,0.33458646616541354,0.0
inside,2008,BOV,sail/row,47,266,0.17669172932330826,0.6654135338345865,0.33458646616541354,0.0
inside,2008,CAM,motorised,10,266,0.03759398496240601,0.6654135338345865,0.33458646616541354,0.0
inside,2008,CAV,sail/row,22,266,0.08270676691729323,0.6654135338345865,0.33458646616541354,0.0
inside,2008,JAV,sail/row,20,266,0.07518796992481203,0.6654135338345865,0.33458646616541354,0.0
inside,2008,PQM,motorised,68,266,0.2556390977443609,0.6654135338345865,0.33458646616541354,0.0
inside,2009,BMG,motorised,7,401,0.017456359102244388,0.4389027431421446,0.5461346633416458,0.014962593516209476
inside,2009,BMM,motorised,66,401,0.16458852867830423,0.4389027431421446,0.5461346633416458,0.014962593516209476
inside,2009,BMP,motorised,42,401,0.10473815461346633,0.4389027431421446,0.5461346633416458,0.014962593516209476
inside,2009,BOM,other,0,401,0.0,0.4389027431421446,0.5461346633416458,0.014962593516209476
inside,2009,BOV,sail/row,59,401,0.14713216957605985,0.4389027431421446,0.5461346633416458,0.014962593516209476
inside,2009,CAM,motorised,33,401,0.08229426433915212,0.4389027431421446,0.5461346633416458,0.014962593516209476
inside,2009,CAV,sail/row,51,401,0.12718204488778054,0.4389027431421446,0.5461346633416458,0.014962593516209476
inside,2009,JAV,sail/row,20,401,0.04987531172069826,0.4389027431421446,0.5461346633416458,0.014962593516209476
inside,2009,PED,other,6,401,0.014962593516209476,0.4389027431421446,0.5461346633416458,0.014962593516209476
inside,2009,PQM,motorised,28,401,0.06982543640897755,0.4389027431421446,0.5461346633416458,0.014962593516209476
inside,2009,PQV,sail/row,89,401,0.22194513715710723,0.4389027431421446,0.5461346633416458,0.014962593516209476
inside,2010,BMG,motorised,7,356,0.019662921348314606,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,BMM,motorised,66,356,0.1853932584269663,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,BMP,motorised,37,356,0.10393258426966293,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,BOM,other,0,356,0.0,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,BOV,sail/row,60,356,0.16853932584269662,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,CAM,motorised,30,356,0.08426966292134831,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,CAR,other,1,356,0.0028089887640449437,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,CAV,sail/row,47,356,0.13202247191011235,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,JAV,sail/row,18,356,0.05056179775280899,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,PED,other,23,356,0.06460674157303371,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,PQM,motorised,29,356,0.08146067415730338,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,PQR,other,9,356,0.025280898876404494,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2010,PQV,sail/row,29,356,0.08146067415730338,0.4747191011235955,0.43258426966292135,0.09269662921348315
inside,2011,BMG,motorised,9,479,0.018789144050104383,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,BMM,motorised,63,479,0.1315240083507307,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,BMP,motorised,32,479,0.06680584551148225,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,BOM,other,7,479,0.014613778705636743,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,BOV,sail/row,55,479,0.11482254697286012,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,CAM,motorised,47,479,0.09812108559498957,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,CAR,other,8,479,0.016701461377870562,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,CAV,sail/row,14,479,0.029227557411273485,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,JAM,motorised,12,479,0.025052192066805846,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,JAV,sail/row,38,479,0.07933194154488518,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,PED,other,57,479,0.11899791231732777,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,PQM,motorised,9,479,0.018789144050104383,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,PQR,other,55,479,0.11482254697286012,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2011,PQV,sail/row,73,479,0.1524008350730689,0.35908141962421714,0.3757828810020877,0.2651356993736952
inside,2012,BMG,motorised,9,429,0.02097902097902098,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,BMM,motorised,58,429,0.1351981351981352,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,BMP,motorised,22,429,0.05128205128205128,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,BOM,other,22,429,0.05128205128205128,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,BOV,sail/row,50,429,0.11655011655011654,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,CAM,motorised,58,429,0.1351981351981352,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,CAR,other,15,429,0.03496503496503497,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,CAV,sail/row,10,429,0.023310023310023312,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,JAM,motorised,20,429,0.046620046620046623,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,JAV,sail/row,27,429,0.06293706293706294,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,PED,other,84,429,0.1958041958041958,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,PQM,motorised,10,429,0.023310023310023312,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2012,PQV,sail/row,44,429,0.10256410256410256,0.4125874125874126,0.30536130536130535,0.28205128205128205
inside,2013,BMG,motorised,19,242,0.07851239669421488,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,BMM,motorised,48,242,0.19834710743801653,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,BMP,motorised,15,242,0.06198347107438017,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,BOM,other,13,242,0.05371900826446281,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,BOV,sail/row,29,242,0.11983471074380166,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,CAM,motorised,47,242,0.19421487603305784,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,CAR,other,2,242,0.008264462809917356,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,CAV,sail/row,7,242,0.028925619834710745,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,JAM,motorised,14,242,0.05785123966942149,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,JAV,sail/row,16,242,0.06611570247933884,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,PED,other,22,242,0.09090909090909091,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,PQM,motorised,2,242,0.008264462809917356,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2013,PQV,sail/row,8,242,0.03305785123966942,0.5991735537190083,0.24793388429752067,0.15289256198347106
inside,2014,BMG,motorised,25,235,0.10638297872340426,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,BMM,motorised,43,235,0.1829787234042553,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,BMP,motorised,12,235,0.05106382978723404,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,BOM,other,12,235,0.05106382978723404,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,BOV,sail/row,28,235,0.11914893617021277,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,CAM,motorised,45,235,0.19148936170212766,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,CAR,other,2,235,0.00851063829787234,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,CAV,sail/row,7,235,0.029787234042553193,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,JAM,motorised,18,235,0.07659574468085106,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,JAV,sail/row,15,235,0.06382978723404255,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,PED,other,21,235,0.08936170212765958,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,PQM,motorised,0,235,0.0,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2014,PQV,sail/row,7,235,0.029787234042553193,0.6085106382978723,0.2425531914893617,0.14893617021276595
inside,2015,BMG,motorised,40,270,0.14814814814814814,0.674074074074074,0.2,0.1259259259259259
inside,2015,BMM,motorised,42,270,0.15555555555555556,0.674074074074074,0.2,0.1259259259259259
inside,2015,BMP,motorised,25,270,0.09259259259259259,0.674074074074074,0.2,0.1259259259259259
inside,2015,BOM,other,12,270,0.044444444444444446,0.674074074074074,0.2,0.1259259259259259
inside,2015,BOV,sail/row,25,270,0.09259259259259259,0.674074074074074,0.2,0.1259259259259259
inside,2015,CAM,motorised,50,270,0.18518518518518517,0.674074074074074,0.2,0.1259259259259259
inside,2015,CAR,other,1,270,0.003703703703703704,0.674074074074074,0.2,0.1259259259259259
inside,2015,CAV,sail/row,5,270,0.018518518518518517,0.674074074074074,0.2,0.1259259259259259
inside,2015,JAM,motorised,22,270,0.08148148148148149,0.674074074074074,0.2,0.1259259259259259
inside,2015,JAV,sail/row,19,270,0.07037037037037037,0.674074074074074,0.2,0.1259259259259259
inside,2015,PED,other,21,270,0.07777777777777778,0.674074074074074,0.2,0.1259259259259259
inside,2015,PQM,motorised,3,270,0.011111111111111112,0.674074074074074,0.2,0.1259259259259259
inside,2015,PQV,sail/row,5,270,0.018518518518518517,0.674074074074074,0.2,0.1259259259259259
inside,2016,BMG,motorised,26,249,0.10441767068273092,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,BMM,motorised,44,249,0.17670682730923695,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,BMP,motorised,15,249,0.060240963855421686,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,BOM,other,14,249,0.05622489959839357,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,BOV,sail/row,26,249,0.10441767068273092,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,CAM,motorised,48,249,0.1927710843373494,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,CAR,other,2,249,0.008032128514056224,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,CAV,sail/row,6,249,0.024096385542168676,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,JAM,motorised,19,249,0.07630522088353414,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,JAV,sail/row,16,249,0.0642570281124498,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,PED,other,21,249,0.08433734939759036,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,PQM,motorised,3,249,0.012048192771084338,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2016,PQV,sail/row,9,249,0.03614457831325301,0.6224899598393574,0.2289156626506024,0.14859437751004015
inside,2017,BMG,motorised,21,216,0.09722222222222222,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,BMM,motorised,37,216,0.1712962962962963,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,BMP,motorised,13,216,0.06018518518518518,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,BOM,other,11,216,0.05092592592592592,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,BOV,sail/row,19,216,0.08796296296296297,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,CAM,motorised,42,216,0.19444444444444445,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,CAR,other,1,216,0.004629629629629629,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,CAV,sail/row,4,216,0.018518518518518517,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,JAM,motorised,19,216,0.08796296296296297,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,JAV,sail/row,19,216,0.08796296296296297,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,PED,other,23,216,0.10648148148148148,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,PQM,motorised,1,216,0.004629629629629629,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2017,PQV,sail/row,6,216,0.027777777777777776,0.6157407407407407,0.2222222222222222,0.16203703703703703
inside,2018,BMG,motorised,30,195,0.15384615384615385,0.717948717948718,0.14358974358974358,0.13846153846153847
inside,2018,BMM,motorised,38,195,0.19487179487179487,0.717948717948718,0.14358974358974358,0.13846153846153847
inside,2018,BMP,motorised,8,195,0.041025641025641026,0.717948717948718,0.14358974358974358,0.13846153846153847
inside,2018,BOM,other,7,195,0.035897435897435895,0.717948717948718,0.14358974358974358,0.13846153846153847
inside,2018,BOV,sail/row,10,195,0.05128205128205128,0.717948717948718,0.14358974358974358,0.13846153846153847
inside,2018,CAM,motorised,29,195,0.14871794871794872,0.717948717948718,0.14358974358974358,0.13846153846153847
inside,2018,CAR,other,0,195,0.0,0.717948717948718,0.14358974358974358,0.13846153846153847
inside,2018,CAV,sail/row,2,195,0.010256410256410256,0.717948717948718,0.14358974358974358,0.13846153846153847
