year_c,year,effect,ci_lo,ci_hi
5.030150753768844,2019.0301507537688,0.5970308663852587,0.3180067851655877,0.8760549476049297
5.145728643216081,2019.145728643216,0.5948475959014244,0.31690091453652053,0.8727942772663284
5.2613065326633155,2019.2613065326634,0.5926020439423969,0.31574160437174603,0.8694624835130478
5.376884422110553,2019.3768844221106,0.5902957642839616,0.31452933955444756,0.8660621890134756
5.492462311557787,2019.4924623115578,0.5879303107019043,0.3132645771475641,0.8625960442562444
5.608040201005025,2019.608040201005,0.5855072369720101,0.31194774538928227,0.859066728554738
5.723618090452263,2019.7236180904522,0.583028096870065,0.3105792426769927,0.8554769510631373
5.839195979899497,2019.8391959798994,0.5804944441718546,0.3091594365431579,0.8518294518005513
5.9547738693467345,2019.9547738693468,0.5779078326531643,0.3076886626270142,0.8481270026793143
6.070351758793969,2020.070351758794,0.5752698160897798,0.3061672236465268,0.8443724085330327
6.185929648241206,2020.1859296482412,0.5725819482574867,0.3045953883755538,0.8405685081394195
6.301507537688444,2020.3015075376884,0.5698457829320702,0.3029733906317505,0.83671817523239
6.417085427135678,2020.4170854271356,0.5670628738893165,0.30130142828135775,0.8328243194972753
6.532663316582916,2020.532663316583,0.5642347749050107,0.2995796622676543,0.8288898875423671
6.64824120603015,2020.6482412060302,0.5613630397549388,0.2978082156705392,0.8249178638393384
6.763819095477388,2020.7638190954774,0.558449222214886,0.2959871728054023,0.8209112716243697
6.879396984924622,2020.8793969849246,0.5554948760606381,0.2941165783701792,0.816873173751097
6.994974874371859,2020.9949748743718,0.5525015550679805,0.29219643665022127,0.8128066734857398
7.110552763819097,2021.110552763819,0.5494708130126988,0.2902267107913734,0.8087149152340243
7.226130653266331,2021.2261306532664,0.5464042036705788,0.28820732215240386,0.8046010851887538
7.341708542713569,2021.3417085427136,0.5433032808174061,0.28613814974867735,0.8004684118861348
7.457286432160803,2021.4572864321608,0.5401695982289662,0.28401902979968713,0.7963201666582451
7.572864321608041,2021.572864321608,0.5370047096810442,0.2818497553937447,0.7921596639683437
7.688442211055275,2021.6884422110552,0.5338101689494265,0.27963007628376485,0.787990261615088
7.8040201005025125,2021.8040201005026,0.530587529809898,0.27735969882862954,0.7838153607911664
7.91959798994975,2021.9195979899498,0.5273383460382446,0.2750382860950963,0.7796384059813929
8.035175879396984,2022.035175879397,0.5240641714102522,0.2726654581355489,0.7754628846849555
8.150753768844222,2022.1507537688442,0.5207665597017055,0.2702407924571009,0.7712923269463101
8.266331658291456,2022.2663316582914,0.5174470646883911,0.2677638246976022,0.76713030467918
8.381909547738694,2022.3819095477386,0.5141072401460939,0.26523404952392593,0.7629804307682618
8.497487437185931,2022.497487437186,0.5107486398505997,0.2626509217675477,0.7588463579336517
8.613065326633166,2022.6130653266332,0.507372817577694,0.2600138578117736,0.7547317773436144
8.728643216080403,2022.7286432160804,0.5039813271031625,0.2573222372440684,0.7506404169622565
8.844221105527637,2022.8442211055276,0.5005757222027908,0.2545754047857053,0.7465760396198763
