mpa_exposure_class,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
25-50 km,2018,CPL,covo peixe e lagosta,passive,2.5,458.5,0.0054525627044711015,,,
25-50 km,2018,CUR,curral,passive,0.0,458.5,0.0,,,
25-50 km,2018,CVL,covo lagosta,passive,24.1,458.5,0.052562704471101424,,,
25-50 km,2018,CVP,covo peixe,passive,0.0,458.5,0.0,,,
25-50 km,2018,JER,jereré,active,0.0,458.5,0.0,,,
25-50 km,2018,LES,linha e espinhel,mixed,0.6,458.5,0.0013086150490730644,,,
25-50 km,2018,LIJ,linha e jereré,mixed,14.2,458.5,0.030970556161395855,,,
25-50 km,2018,LIN,linha,passive,60.9,458.5,0.13282442748091602,,,
25-50 km,2018,LRE,linha e rede de espera,mixed,26.7,458.5,0.05823336968375136,,,
25-50 km,2018,MEL,mergulho livre,active,0.0,458.5,0.0,,,
25-50 km,2018,PUC,puçá,active,0.0,458.5,0.0,,,
25-50 km,2018,RAG,rede agulha,passive,40.6,458.5,0.08854961832061069,,,
25-50 km,2018,RCA,rede caçoeira,passive,4.5,458.5,0.009814612868047983,,,
25-50 km,2018,RES,rede de espera,passive,144.70000000000002,458.5,0.31559432933478737,,,
25-50 km,2018,RTP,rede de tapagem,passive,0.0,458.5,0.0,,,
25-50 km,2018,SRD,sardinheira,passive,0.0,458.5,0.0,,,
25-50 km,2018,TNR,traineira,active,0.0,458.5,0.0,,,
25-50 km,2018,TRF,tarrafa,active,0.0,458.5,0.0,,,
25-50 km,2018,TRM,tremalho,passive,0.8,458.5,0.0017448200654307526,,,
25-50 km,2019,APA,arrasto de praia,active,1.5,1156.6000000000001,0.0012969047207331834,,,
25-50 km,2019,APO,arrasto de porta,active,2.6,1156.6000000000001,0.0022479681826041843,,,
25-50 km,2019,CMN,coleta manual,active,0.0,1156.6000000000001,0.0,,,
25-50 km,2019,CMP,compressor,active,58.2,1156.6000000000001,0.05031990316444752,,,
25-50 km,2019,COQ,coqueiro,active,0.1,1156.6000000000001,8.646031471554556e-05,,,
25-50 km,2019,CPL,covo peixe e lagosta,passive,1.7,1156.6000000000001,0.0014698253501642744,,,
25-50 km,2019,CUR,curral,passive,0.0,1156.6000000000001,0.0,,,
25-50 km,2019,CVL,covo lagosta,passive,22.7,1156.6000000000001,0.01962649144042884,,,
25-50 km,2019,CVP,covo peixe,passive,0.1,1156.6000000000001,8.646031471554556e-05,,,
25-50 km,2019,JER,jereré,active,0.0,1156.6000000000001,0.0,,,
25-50 km,2019,LCL,linha e covo lagosta,mixed,0.0,1156.6000000000001,0.0,,,
25-50 km,2019,LCP,linha e covo peixe,mixed,0.0,1156.6000000000001,0.0,,,
25-50 km,2019,LES,linha e espinhel,mixed,7.7,1156.6000000000001,0.006657444233097008,,,
25-50 km,2019,LIJ,linha e jereré,mixed,523.2,1156.6000000000001,0.4523603665917344,,,
25-50 km,2019,LIN,linha,passive,164.3,1156.6000000000001,0.14205429707764136,,,
25-50 km,2019,LML,linha e mergulho livre,mixed,0.0,1156.6000000000001,0.0,,,
25-50 km,2019,LRE,linha e rede de espera,mixed,15.5,1156.6000000000001,0.013401348780909561,,,
25-50 km,2019,MEL,mergulho livre,active,0.8,1156.6000000000001,0.0006916825177243645,,,
25-50 km,2019,PUC,puçá,active,0.0,1156.6000000000001,0.0,,,
25-50 km,2019,RAG,rede agulha,passive,80.8,1156.6000000000001,0.06985993429016081,,,
25-50 km,2019,RCA,rede caçoeira,passive,11.9,1156.6000000000001,0.010288777451149922,,,
25-50 km,2019,RES,rede de espera,passive,265.2,1156.6000000000001,0.2292927546256268,,,
25-50 km,2019,RTP,rede de tapagem,passive,0.0,1156.6000000000001,0.0,,,
25-50 km,2019,SRD,sardinheira,passive,0.0,1156.6000000000001,0.0,,,
25-50 km,2019,TNR,traineira,active,0.0,1156.6000000000001,0.0,,,
25-50 km,2019,TRF,tarrafa,active,0.0,1156.6000000000001,0.0,,,
25-50 km,2019,TRM,tremalho,passive,0.3,1156.6000000000001,0.00025938094414663666,,,
25-50 km,2020,APA,arrasto de praia,active,0.1,1017.0,9.832841691248771e-05,,,
25-50 km,2020,APO,arrasto de porta,active,1.9,1017.0,0.0018682399213372663,,,
25-50 km,2020,CMN,coleta manual,active,0.0,1017.0,0.0,,,
25-50 km,2020,CMP,compressor,active,64.2,1017.0,0.06312684365781711,,,
25-50 km,2020,COQ,coqueiro,active,0.0,1017.0,0.0,,,
25-50 km,2020,CPL,covo peixe e lagosta,passive,5.2,1017.0,0.005113077679449361,,,
25-50 km,2020,CUR,curral,passive,0.0,1017.0,0.0,,,
25-50 km,2020,CVL,covo lagosta,passive,5.5,1017.0,0.005408062930186824,,,
25-50 km,2020,CVP,covo peixe,passive,0.3,1017.0,0.0002949852507374631,,,
25-50 km,2020,JER,jereré,active,0.0,1017.0,0.0,,,
25-50 km,2020,LCL,linha e covo lagosta,mixed,0.0,1017.0,0.0,,,
25-50 km,2020,LCP,linha e covo peixe,mixed,0.0,1017.0,0.0,,,
25-50 km,2020,LES,linha e espinhel,mixed,6.4,1017.0,0.006293018682399214,,,
25-50 km,2020,LIJ,linha e jereré,mixed,506.5,1017.0,0.49803343166175024,,,
25-50 km,2020,LIN,linha,passive,96.9,1017.0,0.0952802359882006,,,
25-50 km,2020,LML,linha e mergulho livre,mixed,0.0,1017.0,0.0,,,
25-50 km,2020,LRE,linha e rede de espera,mixed,52.9,1017.0,0.052015732546705995,,,
25-50 km,2020,MEL,mergulho livre,active,1.8,1017.0,0.0017699115044247787,,,
25-50 km,2020,PUC,puçá,active,0.0,1017.0,0.0,,,
25-50 km,2020,RAG,rede agulha,passive,58.7,1017.0,0.05771878072763029,,,
25-50 km,2020,RCA,rede caçoeira,passive,11.9,1017.0,0.011701081612586038,,,
25-50 km,2020,RES,rede de espera,passive,203.3,1017.0,0.19990167158308753,,,
25-50 km,2020,RTP,rede de tapagem,passive,0.0,1017.0,0.0,,,
25-50 km,2020,SRD,sardinheira,passive,0.0,1017.0,0.0,,,
25-50 km,2020,TNR,traineira,active,0.0,1017.0,0.0,,,
25-50 km,2020,TRF,tarrafa,active,0.0,1017.0,0.0,,,
25-50 km,2020,TRM,tremalho,passive,1.4,1017.0,0.0013765978367748278,,,
25-50 km,2021,APA,arrasto de praia,active,0.0,1263.6,0.0,,,
25-50 km,2021,APO,arrasto de porta,active,2.3,1263.6,0.0018201962646407091,,,
25-50 km,2021,CMN,coleta manual,active,0.0,1263.6,0.0,,,
25-50 km,2021,CMP,compressor,active,70.6,1263.6,0.05587211142766698,,,
25-50 km,2021,COQ,coqueiro,active,0.0,1263.6,0.0,,,
25-50 km,2021,CPL,covo peixe e lagosta,passive,2.8,1263.6,0.0022158911047799935,,,
25-50 km,2021,CUR,curral,passive,0.0,1263.6,0.0,,,
25-50 km,2021,CVL,covo lagosta,passive,1.2,1263.6,0.000949667616334283,,,
25-50 km,2021,CVP,covo peixe,passive,0.0,1263.6,0.0,,,
25-50 km,2021,JER,jereré,active,0.0,1263.6,0.0,,,
25-50 km,2021,LCL,linha e covo lagosta,mixed,0.0,1263.6,0.0,,,
25-50 km,2021,LCP,linha e covo peixe,mixed,0.0,1263.6,0.0,,,
25-50 km,2021,LES,linha e espinhel,mixed,1.7,1263.6,0.0013453624564735676,,,
25-50 km,2021,LIJ,linha e jereré,mixed,665.8,1263.6,0.5269072491294714,,,
25-50 km,2021,LIN,linha,passive,125.5,1263.6,0.09931940487496044,,,
25-50 km,2021,LML,linha e mergulho livre,mixed,0.0,1263.6,0.0,,,
25-50 km,2021,LRE,linha e rede de espera,mixed,34.3,1263.6,0.02714466603355492,,,
25-50 km,2021,MEL,mergulho livre,active,0.5,1263.6,0.0003956948401392846,,,
25-50 km,2021,PUC,puçá,active,0.0,1263.6,0.0,,,
25-50 km,2021,RAG,rede agulha,passive,100.3,1263.6,0.07937638493194049,,,
25-50 km,2021,RCA,rede caçoeira,passive,27.0,1263.6,0.021367521367521368,,,
25-50 km,2021,RES,rede de espera,passive,229.60000000000002,1263.6,0.1817030705919595,,,
25-50 km,2021,RTP,rede de tapagem,passive,0.0,1263.6,0.0,,,
25-50 km,2021,SRD,sardinheira,passive,0.0,1263.6,0.0,,,
25-50 km,2021,TNR,traineira,active,0.0,1263.6,0.0,,,
25-50 km,2021,TRF,tarrafa,active,0.0,1263.6,0.0,,,
25-50 km,2021,TRM,tremalho,passive,2.0,1263.6,0.0015827793605571385,,,
25-50 km,2022,APO,arrasto de porta,active,0.9,914.8,0.0009838216003498032,,,
25-50 km,2022,CMN,coleta manual,active,0.0,914.8,0.0,,,
25-50 km,2022,CMP,compressor,active,35.7,914.8,0.0390249234805422,,,
25-50 km,2022,COQ,coqueiro,active,0.0,914.8,0.0,,,
25-50 km,2022,CPL,covo peixe e lagosta,passive,2.6,914.8,0.002842151289899432,,,
25-50 km,2022,CUR,curral,passive,0.0,914.8,0.0,,,
25-50 km,2022,CVL,covo lagosta,passive,2.7,914.8,0.00295146480104941,,,
25-50 km,2022,CVP,covo peixe,passive,0.4,914.8,0.0004372540445999126,,,
25-50 km,2022,LES,linha e espinhel,mixed,1.0,914.8,0.0010931351114997815,,,
25-50 km,2022,LIJ,linha e jereré,mixed,321.0,914.8,0.3508963707914298,,,
25-50 km,2022,LIN,linha,passive,158.3,914.8,0.17304328815041542,,,
25-50 km,2022,LML,linha e mergulho livre,mixed,0.2,914.8,0.0002186270222999563,,,
25-50 km,2022,LRE,linha e rede de espera,mixed,80.7,914.8,0.08821600349803237,,,
25-50 km,2022,MEL,mergulho livre,active,0.4,914.8,0.0004372540445999126,,,
25-50 km,2022,PUC,puçá,active,0.0,914.8,0.0,,,
25-50 km,2022,RAG,rede agulha,passive,4.0,914.8,0.004372540445999126,,,
25-50 km,2022,RCA,rede caçoeira,passive,22.9,914.8,0.025032794053344992,,,
25-50 km,2022,RES,rede de espera,passive,282.7,914.8,0.3090292960209882,,,
25-50 km,2022,RTP,rede de tapagem,passive,0.0,914.8,0.0,,,
25-50 km,2022,SRD,sardinheira,passive,0.0,914.8,0.0,,,
25-50 km,2022,TNR,traineira,active,0.0,914.8,0.0,,,
25-50 km,2022,TRF,tarrafa,active,0.0,914.8,0.0,,,
25-50 km,2022,TRM,tremalho,passive,1.3,914.8,0.001421075644949716,,,
25-50 km,2023,APO,arrasto de porta,active,1.4,1024.2,0.001366920523335286,,,
25-50 km,2023,CMN,coleta manual,active,0.0,1024.2,0.0,,,
25-50 km,2023,CMP,compressor,active,51.5,1024.2,0.05028314782269088,,,
25-50 km,2023,COQ,coqueiro,active,0.0,1024.2,0.0,,,
25-50 km,2023,CPL,covo peixe e lagosta,passive,3.2,1024.2,0.003124389767623511,,,
25-50 km,2023,CUR,curral,passive,0.0,1024.2,0.0,,,
25-50 km,2023,CVL,covo lagosta,passive,5.3,1024.2,0.00517477055262644,,,
25-50 km,2023,CVP,covo peixe,passive,3.9,1024.2,0.003807850029291154,,,
25-50 km,2023,JER,jereré,active,0.0,1024.2,0.0,,,
25-50 km,2023,LES,linha e espinhel,mixed,7.5,1024.2,0.007322788517867604,,,
25-50 km,2023,LIJ,linha e jereré,mixed,349.0,1024.2,0.3407537590314392,,,
25-50 km,2023,LIN,linha,passive,134.4,1024.2,0.13122437024018746,,,
25-50 km,2023,LML,linha e mergulho livre,mixed,0.2,1024.2,0.00019527436047646945,,,
25-50 km,2023,LRE,linha e rede de espera,mixed,86.1,1024.2,0.08406561218512008,,,
25-50 km,2023,MEL,mergulho livre,active,0.7,1024.2,0.000683460261667643,,,
25-50 km,2023,PUC,puçá,active,0.0,1024.2,0.0,,,
25-50 km,2023,RAG,rede agulha,passive,71.3,1024.2,0.06961530950986135,,,
25-50 km,2023,RCA,rede caçoeira,passive,45.4,1024.2,0.04432727982815856,,,
25-50 km,2023,RES,rede de espera,passive,261.7,1024.2,0.2555165006834602,,,
25-50 km,2023,RTP,rede de tapagem,passive,0.0,1024.2,0.0,,,
25-50 km,2023,SRD,sardinheira,passive,0.0,1024.2,0.0,,,
25-50 km,2023,TNR,traineira,active,0.0,1024.2,0.0,,,
25-50 km,2023,TRF,tarrafa,active,0.0,1024.2,0.0,,,
25-50 km,2023,TRM,tremalho,passive,2.6,1024.2,0.0025385666861941028,,,
25-50 km,2024,APO,arrasto de porta,active,0.4,801.4,0.0004991265285749938,,,
25-50 km,2024,CMN,coleta manual,active,0.0,801.4,0.0,,,
25-50 km,2024,CMP,compressor,active,50.4,801.4,0.06288994260044921,,,
25-50 km,2024,COQ,palha de coqueiro,passive,0.0,801.4,0.0,,,
25-50 km,2024,CUR,curral,passive,0.0,801.4,0.0,,,
25-50 km,2024,CVL,covo lagosta,passive,0.0,801.4,0.0,,,
25-50 km,2024,CVP,covo peixe,passive,7.5,801.4,0.009358622410781134,,,
25-50 km,2024,ESP,espinhel,passive,6.2,801.4,0.007736461192912404,,,
25-50 km,2024,LES,linha e espinhel,mixed,4.1,801.4,0.0051160469178936855,,,
25-50 km,2024,LIJ,linha e jereré,mixed,174.5,801.4,0.21774394809084102,,,
25-50 km,2024,LIN,linha,passive,174.5,801.4,0.21774394809084102,,,
25-50 km,2024,LML,linha e mergulho livre,mixed,0.0,801.4,0.0,,,
25-50 km,2024,LRE,linha e rede de espera,mixed,58.4,801.4,0.07287247317194909,,,
25-50 km,2024,MEL,mergulho livre,active,0.1,801.4,0.00012478163214374845,,,
25-50 km,2024,PUC,puçá,active,0.0,801.4,0.0,,,
25-50 km,2024,RAG,rede agulha,passive,53.0,801.4,0.06613426503618668,,,
25-50 km,2024,REC,rede caçoeira,passive,19.0,801.4,0.023708510107312203,,,
25-50 km,2024,RES,rede de espera,passive,252.6,801.4,0.3151984027951086,,,
25-50 km,2024,RTP,rede de tapagem,passive,0.0,801.4,0.0,,,
25-50 km,2024,SRD,sardinheira,passive,0.0,801.4,0.0,,,
25-50 km,2024,TRF,tarrafa,active,0.0,801.4,0.0,,,
25-50 km,2024,TRM,tremalho,passive,0.7,801.4,0.0008734714250062391,,,
inside,2001,APO,arrasto de porta,active,4.57,96.61,0.047303591760687304,,,
inside,2001,CCM,coleta de camarão,active,3.02,96.61,0.03125970396439292,,,
inside,2001,CPL,covo peixe e lagosta,passive,16.15,96.61,0.16716695994203498,,,
inside,2001,CVL,covo lagosta,passive,6.52,96.61,0.06748783769796086,,,
inside,2001,LCL,linha e covo lagosta,mixed,5.09,96.61,0.05268605734396025,,,
inside,2001,LIN,linha,passive,34.23,96.61,0.3543111479142946,,,
inside,2001,RAG,rede agulha,passive,2.42,96.61,0.025049166752924127,,,
inside,2001,RES,rede de espera,passive,18.54,96.61,0.19190559983438565,,,
inside,2001,TRF,tarrafa,active,6.07,96.61,0.06282993478935928,,,
inside,2002,APO,arrasto de porta,active,7.33,65.84,0.11133049817739975,,,
inside,2002,CCM,coleta de camarão,active,3.86,65.84,0.05862697448359659,,,
inside,2002,CPL,covo peixe e lagosta,passive,3.52,65.84,0.053462940461725394,,,
inside,2002,CVL,covo lagosta,passive,5.88,65.84,0.08930741190765491,,,
inside,2002,LIN,linha,passive,26.64,65.84,0.4046172539489672,,,
inside,2002,RES,rede de espera,passive,12.2,65.84,0.18529769137302549,,,
inside,2002,TRF,tarrafa,active,6.41,65.84,0.09735722964763062,,,
inside,2003,APO,arrasto de porta,active,2.17,64.88,0.033446362515413074,,,
inside,2003,CCM,coleta de camarão,active,2.34,64.88,0.03606658446362516,,,
inside,2003,CPL,covo peixe e lagosta,passive,3.21,64.88,0.049475955610357586,,,
inside,2003,CVL,covo lagosta,passive,24.3,64.88,0.37453760789149204,,,
inside,2003,CVP,covo peixe,passive,17.3,64.88,0.26664611590628856,,,
inside,2003,LIN,linha,passive,6.99,64.88,0.10773736128236745,,,
inside,2003,RES,rede de espera,passive,5.32,64.88,0.08199753390875464,,,
inside,2003,TRF,tarrafa,active,3.25,64.88,0.05009247842170161,,,
inside,2004,APO,arrasto de porta,active,22.57,69.85,0.32312097351467434,,,
inside,2004,CPL,covo peixe e lagosta,passive,9.27,69.85,0.13271295633500357,,,
inside,2004,CVL,covo lagosta,passive,5.33,69.85,0.07630637079455978,,,
inside,2004,CVP,covo peixe,passive,0.57,69.85,0.008160343593414459,,,
inside,2004,LCL,linha e covo lagosta,mixed,1.74,69.85,0.024910522548317826,,,
inside,2004,LIN,linha,passive,12.54,69.85,0.1795275590551181,,,
inside,2004,RES,rede de espera,passive,15.48,69.85,0.22161775232641376,,,
inside,2004,TRF,tarrafa,active,2.35,69.85,0.03364352183249821,,,
inside,2005,APO,arrasto de porta,active,5.739999999999999,256.82,0.02235028424577525,,,
inside,2005,CCM,coleta de camarão,active,2.15,256.82,0.008371622147807803,,,
inside,2005,CMN,coleta manual,active,3.56,256.82,0.013861848765672456,,,
inside,2005,CPL,covo peixe e lagosta,passive,17.0,256.82,0.06619422163382914,,,
inside,2005,CVL,covo lagosta,passive,65.97,256.82,0.25687251771668873,,,
inside,2005,CVP,covo peixe,passive,4.68,256.82,0.018222879838018846,,,
inside,2005,LCL,linha e covo lagosta,mixed,27.92,256.82,0.10871427458920646,,,
inside,2005,LIN,linha,passive,51.580000000000005,256.82,0.20084105599252397,,,
inside,2005,MEL,mergulho livre,active,0.1,256.82,0.00038937777431664205,,,
inside,2005,RAG,rede agulha,passive,0.21,256.82,0.0008176933260649482,,,
inside,2005,RES,rede de espera,passive,45.54,256.82,0.17732263842379878,,,
inside,2005,SRD,sardinheira,passive,27.4,256.82,0.1066895101627599,,,
inside,2005,TRF,tarrafa,active,4.97,256.82,0.019352075383537108,,,
inside,2006,APA,arrasto de praia,active,5.33,123.17,0.043273524397174634,,,
inside,2006,APO,arrasto de porta,active,11.42,123.17,0.09271738247949987,,,
inside,2006,CCM,coleta de camarão,active,6.7,123.17,0.05439636275066981,,,
inside,2006,CPL,covo peixe e lagosta,passive,4.02,123.17,0.03263781765040188,,,
inside,2006,CVL,covo lagosta,passive,5.97,123.17,0.04846959486888041,,,
inside,2006,CVP,covo peixe,passive,0.67,123.17,0.005439636275066981,,,
inside,2006,LCL,linha e covo lagosta,mixed,7.34,123.17,0.059592433222375576,,,
inside,2006,LIN,linha,passive,43.42,123.17,0.35252090606478853,,,
inside,2006,RAG,rede agulha,passive,0.97,123.17,0.007875294308679061,,,
inside,2006,RES,rede de espera,passive,34.58,123.17,0.2807501826743525,,,
inside,2006,TRF,tarrafa,active,2.75,123.17,0.02232686530811074,,,
inside,2007,APO,arrasto de porta,active,0.31,100.73,0.003077534001786955,,,
inside,2007,CCM,coleta de camarão,active,2.17,100.73,0.021542738012508684,,,
inside,2007,CPL,covo peixe e lagosta,passive,5.81,100.73,0.05767894371091035,,,
inside,2007,CVL,covo lagosta,passive,10.12,100.73,0.10046659386478704,,,
inside,2007,CVP,covo peixe,passive,0.67,100.73,0.006651444455475032,,,
inside,2007,LCL,linha e covo lagosta,mixed,10.209999999999999,100.73,0.10136007147820907,,,
inside,2007,LIN,linha,passive,32.17,100.73,0.31936860915318177,,,
inside,2007,MEL,mergulho livre,active,0.35,100.73,0.0034746351633078523,,,
inside,2007,RAG,rede agulha,passive,18.62,100.73,0.18485059068797777,,,
inside,2007,RES,rede de espera,passive,18.41,100.73,0.18276580958999306,,,
inside,2007,TRF,tarrafa,active,1.89,100.73,0.018763029881862403,,,
inside,2008,APA,arrasto de praia,active,31.5,728.61,0.04323300531148351,,,
inside,2008,APO,arrasto de porta,active,223.37,728.61,0.3065700443309864,,,
inside,2008,CCM,coleta de camarão,active,22.53,728.61,0.030921892370403922,,,
inside,2008,CPL,covo peixe e lagosta,passive,6.3999999999999995,728.61,0.008783848698206172,,,
inside,2008,CVL,covo lagosta,passive,114.82,728.61,0.1575877355512551,,,
inside,2008,CVP,covo peixe,passive,4.39,728.61,0.006025171216425797,,,
inside,2008,LCL,linha e covo lagosta,mixed,12.329999999999998,728.61,0.016922633507637827,,,
inside,2008,LIN,linha,passive,110.68,728.61,0.151905683424603,,,
inside,2008,MEL,mergulho livre,active,21.24,728.61,0.029151397867171736,,,
inside,2008,RAG,rede agulha,passive,53.29,728.61,0.07313926517615733,,,
inside,2008,RES,rede de espera,passive,107.47999999999999,728.61,0.1475137590754999,,,
inside,2008,TRF,tarrafa,active,20.58,728.61,0.028245563470169224,,,
inside,2009,APA,arrasto de praia,active,22.7731,1412.544,0.016122046463685376,,,
inside,2009,APO,arrasto de porta,active,282.5773,1412.544,0.20004849406460964,,,
inside,2009,CMN,coleta manual,active,1.337,1412.544,0.0009465191880748493,,,
inside,2009,CMP,compressor,active,16.1184,1412.544,0.011410901182547234,,,
inside,2009,CUR,curral,passive,0.0,1412.544,0.0,,,
inside,2009,CVL,covo lagosta,passive,0.07,1412.544,4.955597843323819e-05,,,
inside,2009,CVP,covo peixe,passive,9.2729,1412.544,0.006564680463051062,,,
inside,2009,ESP,espinhel,passive,4.8903,1412.544,0.003462051447600924,,,
inside,2009,LCP,linha e covo peixe,mixed,0.0,1412.544,0.0,,,
inside,2009,LIJ,linha e jereré,passive,0.0,1412.544,0.0,,,
inside,2009,LIN,linha,passive,484.61560000000003,1412.544,0.3430800031715826,,,
inside,2009,MEL,mergulho livre,active,33.828,1412.544,0.023948280549136877,,,
inside,2009,PUC,puçá/mangote,active,34.71,1412.544,0.024572685877395677,,,
inside,2009,RAG,rede agulha,passive,0.816,1412.544,0.0005776811200217479,,,
inside,2009,RCA,rede caçoeira,passive,79.78909999999999,1412.544,0.05648609884010692,,,
inside,2009,RES,rede de espera,passive,263.95210000000003,1412.544,0.18686292250011327,,,
inside,2009,RTP,rede de tapagem,passive,0.0,1412.544,0.0,,,
inside,2009,SRD,sardinheira,active,0.0,1412.544,0.0,,,
inside,2009,TNR,tainheira,active,124.09100000000001,1412.544,0.08784929885369942,,,
inside,2009,TRF,tarrafa,active,53.703199999999995,1412.544,0.038018780299941095,,,
inside,2009,TRM,tresmalho,passive,0.0,1412.544,0.0,,,
inside,2010,APA,arrasto de praia,active,74.202,1156.572,0.06415683589089136,,,
inside,2010,APO,arrasto de porta,active,51.309999999999995,1156.572,0.04436386148030559,,,
inside,2010,CMN,coleta manual,active,2.43,1156.572,0.0021010365113455975,,,
inside,2010,CMP,compressor,active,31.973,1156.572,0.02764462566965135,,,
inside,2010,CUR,curral,passive,0.0,1156.572,0.0,,,
inside,2010,CVL,covo lagosta,passive,0.544,1156.572,0.0004703554988362161,,,
inside,2010,CVP,covo peixe,passive,28.219,1156.572,0.024398826878049965,,,
inside,2010,ESP,espinhel,passive,8.556,1156.572,0.0073977236177254855,,,
inside,2010,LCP,linha e covo peixe,passive,0.0,1156.572,0.0,,,
inside,2010,LES,linha e espinhel,passive,0.0,1156.572,0.0,,,
inside,2010,LIJ,linha e jereré,passive,0.0,1156.572,0.0,,,
inside,2010,LIN,linha,passive,432.811,1156.572,0.3742188121448557,,,
inside,2010,LRE,linha e rede de espera,passive,0.0,1156.572,0.0,,,
inside,2010,MEL,mergulho livre,active,13.624,1156.572,0.011779638448795234,,,
inside,2010,PUC,puçá,active,0.277,1156.572,0.00023950086981182326,,,
inside,2010,RAG,rede de agulha,passive,5.6370000000000005,1156.572,0.004873885931874541,,,
inside,2010,RCA,rede caçoeira,passive,82.262,1156.572,0.0711257059655603,,,
inside,2010,RES,rede de espera,passive,275.341,1156.572,0.23806645846518854,,,
inside,2010,RTP,rede de tapagem,passive,0.0,1156.572,0.0,,,
inside,2010,SRD,sardinheira,active,42.181,1156.572,0.036470708265460346,,,
inside,2010,TNR,tainheira,active,77.488,1156.572,0.066997990613641,,,
inside,2010,TRF,tarrafa,active,29.717000000000002,1156.572,0.025694033748007047,,,
inside,2010,TRM,tresmalho,passive,0.0,1156.572,0.0,,,
inside,2011,APA,arrasto de praia,active,0.583,1287.55,0.0004527979495941905,,,
inside,2011,APO,arrasto de porta,active,127.599,1287.55,0.09910217078948391,,,
inside,2011,CMN,coleta manual,active,32.012,1287.55,0.024862723777717373,,,
inside,2011,CMP,compressor,active,78.09899999999999,1287.55,0.06065706186167527,,,
inside,2011,CPL,covo peixe e lagosta,passive,4.292,1287.55,0.003333462778144538,,,
inside,2011,CVL,covo lagosta,passive,7.663,1287.55,0.0059516135295716675,,,
inside,2011,CVP,covo peixe,passive,68.35600000000001,1287.55,0.053089977088268424,,,
inside,2011,JER,jereré,active,0.28300000000000003,1287.55,0.0002197972894256534,,,
inside,2011,LCL,linha e covo lagosta,mixed,13.046,1287.55,0.010132422041862451,,,
inside,2011,LCP,linha e covo peixe,mixed,4.816000000000001,1287.55,0.0037404372645722505,,,
inside,2011,LES,linha e espinhel,mixed,9.22,1287.55,0.007160886955846376,,,
inside,2011,LIJ,linha e jereré,mixed,0.019,1287.55,1.4756708477340687e-05,,,
inside,2011,LIN,linha,passive,394.771,1287.55,0.30660634538464526,,,
inside,2011,LML,linha e mergulho livre,mixed,3.081,1287.55,0.0023929167799308765,,,
inside,2011,LRE,linha e rede de espera,mixed,14.944,1287.55,0.011606539551862066,,,
inside,2011,MEL,mergulho livre,active,17.537,1287.55,0.013620441924585452,,,
inside,2011,PUC,puçá,active,0.984,1287.55,0.0007642421653528018,,,
inside,2011,RAG,rede agulha,passive,9.964,1287.55,0.007738728593064348,,,
inside,2011,RCA,rede caçoeira,passive,70.45800000000001,1287.55,0.05472253504718264,,,
inside,2011,RES,rede de espera,passive,231.53500000000003,1287.55,0.17982602617374085,,,
inside,2011,SRD,sardinheira,passive,0.63,1287.55,0.000489301386353928,,,
inside,2011,TNR,traineira,active,119.72,1287.55,0.0929827967845909,,,
inside,2011,TRF,tarrafa,active,29.215,1287.55,0.022690380956079375,,,
inside,2011,TRM,tremalho,passive,48.723,1287.55,0.03784163721797212,,,
inside,2012,APA,arrasto de praia,active,15.8,1543.6,0.010235812386628662,,,
inside,2012,APO,arrasto de porta,active,13.899999999999999,1543.6,0.009004923555325213,,,
inside,2012,CMN,coleta manual,active,22.1,1543.6,0.01431718061674009,,,
inside,2012,CMP,compressor,active,62.9,1543.6,0.0407488986784141,,,
inside,2012,CPL,covo peixe e lagosta,passive,9.3,1543.6,0.0060248769111168705,,,
inside,2012,CUR,curral,passive,0.0,1543.6,0.0,,,
inside,2012,CVL,covo lagosta,passive,31.9,1543.6,0.020665975641357866,,,
inside,2012,CVP,covo peixe,passive,116.69999999999999,1543.6,0.07560248769111168,,,
inside,2012,JER,jereré,active,1.0,1543.6,0.000647836227001814,,,
inside,2012,LCL,linha e covo lagosta,mixed,32.4,1543.6,0.020989893754858772,,,
inside,2012,LCP,linha e covo peixe,mixed,14.2,1543.6,0.009199274423425758,,,
inside,2012,LES,linha e espinhel,mixed,1.4,1543.6,0.0009069707178025395,,,
inside,2012,LIJ,linha e jereré,mixed,0.3,1543.6,0.00019435086810054417,,,
inside,2012,LIN,linha,passive,602.4,1543.6,0.39025654314589275,,,
inside,2012,LML,linha e mergulho livre,mixed,3.2,1543.6,0.0020730759264058047,,,
inside,2012,LRE,linha e rede de espera,mixed,11.0,1543.6,0.007126198497019954,,,
inside,2012,MEL,mergulho livre,active,20.7,1543.6,0.013410209898937549,,,
inside,2012,PUC,puçá,active,1.9000000000000001,1543.6,0.0012308888313034467,,,
inside,2012,RAG,rede agulha,passive,9.5,1543.6,0.006154444156517233,,,
inside,2012,RCA,rede caçoeira,passive,63.2,1543.6,0.04094324954651465,,,
inside,2012,RES,rede de espera,passive,272.5,1543.6,0.1765353718579943,,,
inside,2012,RTP,rede de tapagem,passive,0.0,1543.6,0.0,,,
inside,2012,SRD,sardinheira,passive,0.6,1543.6,0.00038870173620108835,,,
inside,2012,TNR,traineira,active,132.20000000000002,1543.6,0.08564394920963982,,,
inside,2012,TRF,tarrafa,active,51.400000000000006,1543.6,0.033298782067893246,,,
