local,year,boat_type,vessels_monitored,fleet_production_ton,zero_production_flag
TIBAU,2016,BMG,0,0.0,True
TIBAU,2016,BMM,4,20.0,False
TIBAU,2016,BMP,0,0.0,True
TIBAU,2016,BOM,0,0.0,True
TIBAU,2016,BOV,2,3.0,False
TIBAU,2016,CAM,0,0.0,True
TIBAU,2016,CAR,0,0.0,True
TIBAU,2016,CAV,0,0.0,True
TIBAU,2016,JAM,1,2.0,False
TIBAU,2016,JAV,0,1.0,False
TIBAU,2016,PED,1,0.0,True
TIBAU,2016,PQM,4,6.0,False
TIBAU,2016,PQV,2,4.0,False
TIBAU,2017,BMG,0,0.0,True
TIBAU,2017,BMM,2,0.0,True
TIBAU,2017,BMP,0,0.0,True
TIBAU,2017,BOM,0,20.0,False
TIBAU,2017,BOV,2,0.0,True
TIBAU,2017,CAM,0,2.0,False
TIBAU,2017,CAR,0,0.0,True
TIBAU,2017,CAV,0,5.0,False
TIBAU,2017,JAM,1,0.0,True
TIBAU,2017,JAV,0,2.0,False
TIBAU,2017,PED,0,0.0,True
TIBAU,2017,PQM,6,3.0,False
TIBAU,2017,PQV,3,1.0,False
TIBAU,2018,BMG,0,0.0,True
TIBAU,2018,BMM,3,24.0,False
TIBAU,2018,BMP,0,0.0,True
TIBAU,2018,BOM,0,0.0,True
TIBAU,2018,BOV,2,2.6,False
TIBAU,2018,CAM,0,0.0,True
TIBAU,2018,CAR,0,0.0,True
TIBAU,2018,CAV,0,0.0,True
TIBAU,2018,JAM,0,0.0,True
TIBAU,2018,JAV,0,0.0,True
TIBAU,2018,PED,0,0.0,True
TIBAU,2018,PQM,6,3.7,False
TIBAU,2018,PQV,5,3.8,False
TIBAU,2019,BMG,0,0.0,True
TIBAU,2019,BMM,2,23.3,False
TIBAU,2019,BMP,0,0.0,True
TIBAU,2019,BOM,0,0.0,True
TIBAU,2019,BOV,2,0.3,False
TIBAU,2019,CAM,0,0.0,True
TIBAU,2019,CAR,0,0.0,True
TIBAU,2019,CAV,0,0.0,True
TIBAU,2019,JAM,0,0.0,True
TIBAU,2019,JAV,0,0.1,False
TIBAU,2019,PED,0,1.5,False
TIBAU,2019,PQM,5,3.6,False
TIBAU,2019,PQV,4,5.2,False
TIBAU,2020,BMG,0,0.0,True
TIBAU,2020,BMM,2,7.4,False
TIBAU,2020,BMP,0,0.0,True
TIBAU,2020,BOM,0,0.0,True
TIBAU,2020,BOV,1,1.6,False
TIBAU,2020,CAM,0,0.0,True
TIBAU,2020,CAR,0,0.0,True
TIBAU,2020,CAV,0,0.0,True
TIBAU,2020,JAM,0,0.0,True
TIBAU,2020,JAV,0,0.0,True
TIBAU,2020,PED,0,0.1,False
TIBAU,2020,PQM,5,4.4,False
TIBAU,2020,PQV,4,4.5,False
TIBAU,2021,BMG,0,0.0,True
TIBAU,2021,BMM,1,1.15,False
TIBAU,2021,BMP,0,0.0,True
TIBAU,2021,BOM,0,0.0,True
TIBAU,2021,BOV,1,1.394,False
TIBAU,2021,CAM,0,0.0,True
TIBAU,2021,CAR,0,0.0,True
TIBAU,2021,CAV,0,0.0,True
TIBAU,2021,JAM,0,0.0,True
TIBAU,2021,JAV,0,0.0,True
TIBAU,2021,PED,0,0.0,True
TIBAU,2021,PQM,5,3.976,False
TIBAU,2021,PQV,5,6.329,False
TIBAU,2022,BMG,0,0.0,True
TIBAU,2022,BMM,2,3.0,False
TIBAU,2022,BMP,0,0.0,True
TIBAU,2022,BOM,0,0.0,True
TIBAU,2022,BOV,0,0.0,True
TIBAU,2022,CAM,0,0.0,True
TIBAU,2022,CAR,0,0.0,True
TIBAU,2022,CAV,0,0.0,True
TIBAU,2022,JAM,1,1.0,False
TIBAU,2022,JAV,0,0.0,True
TIBAU,2022,PED,0,0.0,True
TIBAU,2022,PQM,7,8.0,False
TIBAU,2022,PQV,3,4.0,False
TIBAU,2023,BMG,0,0.0,True
TIBAU,2023,BMM,2,5.0,False
TIBAU,2023,BMP,0,0.0,True
TIBAU,2023,BOM,0,0.0,True
TIBAU,2023,BOV,0,0.0,True
TIBAU,2023,CAM,0,0.0,True
TIBAU,2023,CAR,0,0.0,True
TIBAU,2023,CAV,0,0.0,True
TIBAU,2023,JAM,1,2.0,False
TIBAU,2023,JAV,0,0.0,True
TIBAU,2023,PED,0,0.0,True
TIBAU,2023,PQM,7,8.0,False
TIBAU,2023,PQV,4,8.0,False
TIBAU,2024,BMG,0,0.0,True
TIBAU,2024,BMM,0,0.0,True
TIBAU,2024,BMP,0,0.0,True
TIBAU,2024,BOM,0,0.0,True
TIBAU,2024,BOV,0,0.0,True
TIBAU,2024,CAM,0,0.0,True
TIBAU,2024,CAR,0,0.0,True
TIBAU,2024,CAV,0,0.0,True
TIBAU,2024,JAM,1,2.0,False
TIBAU,2024,JAV,0,0.0,True
TIBAU,2024,PED,0,0.0,True
TIBAU,2024,PQM,6,9.0,False
TIBAU,2024,PQV,3,6.0,False
