local,year,gear_cod,gear_type,gear_group,gear_production_ton
GUAMARE,2014,LIJ,linha e jereré,mixed,9.5
GUAMARE,2014,LIN,linha,passive,10.1
GUAMARE,2014,LML,linha e mergulho livre,mixed,0.0
GUAMARE,2014,LRE,linha e rede de espera,mixed,0.2
GUAMARE,2014,MEL,mergulho livre,active,0.6
GUAMARE,2014,PUC,puçá,active,3.0
GUAMARE,2014,RAG,rede agulha,passive,5.2
GUAMARE,2014,RCA,rede caçoeira,passive,0.0
GUAMARE,2014,RES,rede de espera,passive,13.4
GUAMARE,2014,RTP,rede de tapagem,passive,0.0
GUAMARE,2014,SRD,sardinheira,passive,0.0
GUAMARE,2014,TNR,traineira,active,28.0
GUAMARE,2014,TRF,tarrafa,active,0.1
GUAMARE,2014,TRM,tremalho,passive,19.3
GUAMARE,2015,APA,arrasto de praia,active,0.0
GUAMARE,2015,APO,arrasto de porta,active,0.2
GUAMARE,2015,CMN,coleta manual,active,13.8
GUAMARE,2015,CMP,compressor,active,0.0
GUAMARE,2015,COQ,coqueiro,active,0.0
GUAMARE,2015,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2015,CUR,curral,passive,0.0
GUAMARE,2015,CVL,covo lagosta,passive,0.0
GUAMARE,2015,CVP,covo peixe,passive,0.0
GUAMARE,2015,JER,jereré,active,0.7
GUAMARE,2015,LCL,linha e covo lagosta,mixed,0.0
GUAMARE,2015,LCP,linha e covo peixe,mixed,0.0
GUAMARE,2015,LES,linha e espinhel,mixed,0.0
GUAMARE,2015,LIJ,linha e jereré,mixed,4.7
GUAMARE,2015,LIN,linha,passive,14.7
GUAMARE,2015,LRE,linha e rede de espera,mixed,0.0
GUAMARE,2015,MEL,mergulho livre,active,1.0
GUAMARE,2015,PUC,puçá,active,2.5
GUAMARE,2015,RAG,rede agulha,passive,6.9
GUAMARE,2015,RCA,rede caçoeira,passive,0.0
GUAMARE,2015,RES,rede de espera,passive,12.1
GUAMARE,2015,RTP,rede de tapagem,passive,0.0
GUAMARE,2015,SRD,sardinheira,passive,0.0
GUAMARE,2015,TNR,traineira,active,45.4
GUAMARE,2015,TRF,tarrafa,active,0.0
GUAMARE,2015,TRM,tremalho,passive,15.0
GUAMARE,2016,APA,arrasto de praia,active,0.0
GUAMARE,2016,APO,arrasto de porta,active,0.8
GUAMARE,2016,CMN,coleta manual,active,24.2
GUAMARE,2016,CMP,compressor,active,0.0
GUAMARE,2016,COQ,coqueiro,active,0.0
GUAMARE,2016,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2016,CUR,curral,passive,0.0
GUAMARE,2016,CVL,covo lagosta,passive,1.2
GUAMARE,2016,CVP,covo peixe,passive,0.0
GUAMARE,2016,JER,jereré,active,1.8
GUAMARE,2016,LCL,linha e covo lagosta,mixed,0.0
GUAMARE,2016,LCP,linha e covo peixe,mixed,0.3
GUAMARE,2016,LES,linha e espinhel,mixed,0.0
GUAMARE,2016,LIJ,linha e jereré,mixed,12.2
GUAMARE,2016,LIN,linha,passive,30.3
GUAMARE,2016,LML,linha e mergulho livre,mixed,0.0
GUAMARE,2016,LRE,linha e rede de espera,mixed,0.2
GUAMARE,2016,MEL,mergulho livre,active,1.8
GUAMARE,2016,PUC,puçá,active,5.2
GUAMARE,2016,RAG,rede agulha,passive,9.3
GUAMARE,2016,RCA,rede caçoeira,passive,0.0
GUAMARE,2016,RES,rede de espera,passive,25.5
GUAMARE,2016,RTP,rede de tapagem,passive,0.0
GUAMARE,2016,SRD,sardinheira,passive,0.0
GUAMARE,2016,TNR,traineira,active,77.5
GUAMARE,2016,TRF,tarrafa,active,0.1
GUAMARE,2016,TRM,tremalho,passive,38.2
GUAMARE,2017,APA,arrasto de praia,active,0.0
GUAMARE,2017,APO,arrasto de porta,active,1.3
GUAMARE,2017,CMN,coleta manual,active,27.3
GUAMARE,2017,CMP,compressor,active,0.0
GUAMARE,2017,COQ,coqueiro,active,0.0
GUAMARE,2017,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2017,CUR,curral,passive,0.0
GUAMARE,2017,CVL,covo lagosta,passive,1.5
GUAMARE,2017,CVP,covo peixe,passive,0.0
GUAMARE,2017,JER,jereré,active,0.8
GUAMARE,2017,LCL,linha e covo lagosta,mixed,0.0
GUAMARE,2017,LCP,linha e covo peixe,mixed,0.0
GUAMARE,2017,LES,linha e espinhel,mixed,0.0
GUAMARE,2017,LIJ,linha e jereré,mixed,12.4
GUAMARE,2017,LIN,linha,passive,28.9
GUAMARE,2017,LML,linha e mergulho livre,mixed,0.0
GUAMARE,2017,LRE,linha e rede de espera,mixed,0.1
GUAMARE,2017,MEL,mergulho livre,active,0.9
GUAMARE,2017,PUC,puçá,active,5.4
GUAMARE,2017,RAG,rede agulha,passive,10.1
GUAMARE,2017,RCA,rede caçoeira,passive,0.0
GUAMARE,2017,RES,rede de espera,passive,21.9
GUAMARE,2017,RTP,rede de tapagem,passive,0.0
GUAMARE,2017,SRD,sardinheira,passive,0.0
GUAMARE,2017,TNR,traineira,active,71.0
GUAMARE,2017,TRF,tarrafa,active,0.2
GUAMARE,2017,TRM,tremalho,passive,48.8
GUAMARE,2018,APA,arrasto de praia,active,0.0
GUAMARE,2018,APO,arrasto de porta,active,0.0
GUAMARE,2018,CMN,coleta manual,active,38.2
GUAMARE,2018,CMP,compressor,active,0.0
GUAMARE,2018,COQ,coqueiro,active,0.1
GUAMARE,2018,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2018,CUR,curral,passive,0.0
GUAMARE,2018,CVL,covo lagosta,passive,0.0
GUAMARE,2018,CVP,covo peixe,passive,0.0
GUAMARE,2018,JER,jereré,active,0.6
GUAMARE,2018,LES,linha e espinhel,mixed,0.0
GUAMARE,2018,LIJ,linha e jereré,mixed,0.0
GUAMARE,2018,LIN,linha,passive,6.4
GUAMARE,2018,LRE,linha e rede de espera,mixed,0.8
GUAMARE,2018,MEL,mergulho livre,active,0.3
GUAMARE,2018,PUC,puçá,active,1.5
GUAMARE,2018,RAG,rede agulha,passive,6.0
GUAMARE,2018,RCA,rede caçoeira,passive,0.0
GUAMARE,2018,RES,rede de espera,passive,13.9
GUAMARE,2018,RTP,rede de tapagem,passive,0.0
GUAMARE,2018,SRD,sardinheira,passive,0.0
GUAMARE,2018,TNR,traineira,active,24.7
GUAMARE,2018,TRF,tarrafa,active,0.1
GUAMARE,2018,TRM,tremalho,passive,19.2
GUAMARE,2019,APA,arrasto de praia,active,0.0
GUAMARE,2019,APO,arrasto de porta,active,0.2
GUAMARE,2019,CMN,coleta manual,active,106.2
GUAMARE,2019,CMP,compressor,active,0.0
GUAMARE,2019,COQ,coqueiro,active,0.1
GUAMARE,2019,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2019,CUR,curral,passive,0.0
GUAMARE,2019,CVL,covo lagosta,passive,0.0
GUAMARE,2019,CVP,covo peixe,passive,27.9
GUAMARE,2019,JER,jereré,active,0.0
GUAMARE,2019,LCL,linha e covo lagosta,mixed,0.0
GUAMARE,2019,LCP,linha e covo peixe,mixed,0.0
GUAMARE,2019,LES,linha e espinhel,mixed,0.0
GUAMARE,2019,LIJ,linha e jereré,mixed,6.4
GUAMARE,2019,LIN,linha,passive,14.0
GUAMARE,2019,LML,linha e mergulho livre,mixed,0.0
GUAMARE,2019,LRE,linha e rede de espera,mixed,0.7
GUAMARE,2019,MEL,mergulho livre,active,1.0
GUAMARE,2019,PUC,puçá,active,8.2
GUAMARE,2019,RAG,rede agulha,passive,7.9
GUAMARE,2019,RCA,rede caçoeira,passive,0.0
GUAMARE,2019,RES,rede de espera,passive,26.6
GUAMARE,2019,RTP,rede de tapagem,passive,0.0
GUAMARE,2019,SRD,sardinheira,passive,0.0
GUAMARE,2019,TNR,traineira,active,52.8
GUAMARE,2019,TRF,tarrafa,active,0.0
GUAMARE,2019,TRM,tremalho,passive,44.3
GUAMARE,2020,APA,arrasto de praia,active,0.0
GUAMARE,2020,APO,arrasto de porta,active,0.9
GUAMARE,2020,CMN,coleta manual,active,35.2
GUAMARE,2020,CMP,compressor,active,0.0
GUAMARE,2020,COQ,coqueiro,active,0.4
GUAMARE,2020,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2020,CUR,curral,passive,0.0
GUAMARE,2020,CVL,covo lagosta,passive,0.0
GUAMARE,2020,CVP,covo peixe,passive,0.0
GUAMARE,2020,JER,jereré,active,0.0
GUAMARE,2020,LCL,linha e covo lagosta,mixed,0.0
GUAMARE,2020,LCP,linha e covo peixe,mixed,0.0
GUAMARE,2020,LES,linha e espinhel,mixed,0.0
GUAMARE,2020,LIJ,linha e jereré,mixed,7.2
GUAMARE,2020,LIN,linha,passive,15.2
GUAMARE,2020,LML,linha e mergulho livre,mixed,0.1
GUAMARE,2020,LRE,linha e rede de espera,mixed,0.9
GUAMARE,2020,MEL,mergulho livre,active,1.0
GUAMARE,2020,PUC,puçá,active,8.2
GUAMARE,2020,RAG,rede agulha,passive,9.8
GUAMARE,2020,RCA,rede caçoeira,passive,0.0
GUAMARE,2020,RES,rede de espera,passive,42.5
GUAMARE,2020,RTP,rede de tapagem,passive,0.0
GUAMARE,2020,SRD,sardinheira,passive,0.3
GUAMARE,2020,TNR,traineira,active,41.3
GUAMARE,2020,TRF,tarrafa,active,0.1
GUAMARE,2020,TRM,tremalho,passive,25.7
GUAMARE,2021,APA,arrasto de praia,active,0.0
GUAMARE,2021,APO,arrasto de porta,active,0.5
GUAMARE,2021,CMN,coleta manual,active,64.3
GUAMARE,2021,CMP,compressor,active,0.0
GUAMARE,2021,COQ,coqueiro,active,0.1
GUAMARE,2021,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2021,CUR,curral,passive,0.0
GUAMARE,2021,CVL,covo lagosta,passive,0.0
GUAMARE,2021,CVP,covo peixe,passive,0.0
GUAMARE,2021,JER,jereré,active,0.0
GUAMARE,2021,LCL,linha e covo lagosta,mixed,0.0
GUAMARE,2021,LCP,linha e covo peixe,mixed,0.0
GUAMARE,2021,LES,linha e espinhel,mixed,0.0
GUAMARE,2021,LIJ,linha e jereré,mixed,19.5
GUAMARE,2021,LIN,linha,passive,28.7
GUAMARE,2021,LML,linha e mergulho livre,mixed,0.0
GUAMARE,2021,LRE,linha e rede de espera,mixed,1.1
GUAMARE,2021,MEL,mergulho livre,active,0.2
GUAMARE,2021,PUC,puçá,active,3.8
GUAMARE,2021,RAG,rede agulha,passive,7.4
GUAMARE,2021,RCA,rede caçoeira,passive,0.0
GUAMARE,2021,RES,rede de espera,passive,18.4
GUAMARE,2021,RTP,rede de tapagem,passive,0.0
GUAMARE,2021,SRD,sardinheira,passive,0.0
GUAMARE,2021,TNR,traineira,active,51.1
GUAMARE,2021,TRF,tarrafa,active,0.1
GUAMARE,2021,TRM,tremalho,passive,8.2
GUAMARE,2022,APO,arrasto de porta,active,0.4
GUAMARE,2022,CMN,coleta manual,active,164.3
GUAMARE,2022,CMP,compressor,active,0.0
GUAMARE,2022,COQ,coqueiro,active,0.8
GUAMARE,2022,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2022,CUR,curral,passive,0.0
GUAMARE,2022,CVL,covo lagosta,passive,0.0
GUAMARE,2022,CVP,covo peixe,passive,0.0
GUAMARE,2022,LES,linha e espinhel,mixed,0.0
GUAMARE,2022,LIJ,linha e jereré,mixed,10.4
GUAMARE,2022,LIN,linha,passive,34.1
GUAMARE,2022,LML,linha e mergulho livre,mixed,0.5
GUAMARE,2022,LRE,linha e rede de espera,mixed,1.8
GUAMARE,2022,MEL,mergulho livre,active,0.4
GUAMARE,2022,PUC,puçá,active,11.2
GUAMARE,2022,RAG,rede agulha,passive,10.5
GUAMARE,2022,RCA,rede caçoeira,passive,0.0
GUAMARE,2022,RES,rede de espera,passive,45.9
GUAMARE,2022,RTP,rede de tapagem,passive,0.0
GUAMARE,2022,SRD,sardinheira,passive,0.3
GUAMARE,2022,TNR,traineira,active,51.0
GUAMARE,2022,TRF,tarrafa,active,0.0
GUAMARE,2022,TRM,tremalho,passive,10.7
GUAMARE,2023,APO,arrasto de porta,active,0.0
GUAMARE,2023,CMN,coleta manual,active,208.2
GUAMARE,2023,CMP,compressor,active,0.0
GUAMARE,2023,COQ,coqueiro,active,0.3
GUAMARE,2023,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2023,CUR,curral,passive,0.0
GUAMARE,2023,CVL,covo lagosta,passive,0.0
GUAMARE,2023,CVP,covo peixe,passive,0.0
GUAMARE,2023,JER,jereré,active,0.0
GUAMARE,2023,LES,linha e espinhel,mixed,0.4
GUAMARE,2023,LIJ,linha e jereré,mixed,6.3
GUAMARE,2023,LIN,linha,passive,27.7
GUAMARE,2023,LML,linha e mergulho livre,mixed,0.3
GUAMARE,2023,LRE,linha e rede de espera,mixed,2.0
GUAMARE,2023,MEL,mergulho livre,active,1.2
GUAMARE,2023,PUC,puçá,active,4.5
GUAMARE,2023,RAG,rede agulha,passive,10.8
GUAMARE,2023,RCA,rede caçoeira,passive,0.0
GUAMARE,2023,RES,rede de espera,passive,36.5
GUAMARE,2023,RTP,rede de tapagem,passive,0.0
GUAMARE,2023,SRD,sardinheira,passive,0.0
GUAMARE,2023,TNR,traineira,active,69.5
GUAMARE,2023,TRF,tarrafa,active,0.0
GUAMARE,2023,TRM,tremalho,passive,37.5
GUAMARE,2024,APO,arrasto de porta,active,0.0
GUAMARE,2024,CMN,coleta manual,active,87.7
GUAMARE,2024,CMP,compressor,active,0.0
GUAMARE,2024,COQ,palha de coqueiro,passive,0.1
GUAMARE,2024,CUR,curral,passive,0.0
GUAMARE,2024,CVL,covo lagosta,passive,0.0
GUAMARE,2024,CVP,covo peixe,passive,0.0
GUAMARE,2024,ESP,espinhel,passive,0.0
GUAMARE,2024,LES,linha e espinhel,mixed,0.0
GUAMARE,2024,LIJ,linha e jereré,mixed,1.5
GUAMARE,2024,LIN,linha,passive,14.4
GUAMARE,2024,LML,linha e mergulho livre,mixed,0.0
GUAMARE,2024,LRE,linha e rede de espera,mixed,0.5
GUAMARE,2024,MEL,mergulho livre,active,0.7
GUAMARE,2024,PUC,puçá,active,4.8
GUAMARE,2024,RAG,rede agulha,passive,9.1
GUAMARE,2024,REC,rede caçoeira,passive,0.0
GUAMARE,2024,RES,rede de espera,passive,65.5
GUAMARE,2024,RTP,rede de tapagem,passive,0.0
GUAMARE,2024,SRD,sardinheira,passive,0.0
GUAMARE,2024,TRF,tarrafa,active,0.0
GUAMARE,2024,TRM,tremalho,passive,22.9
MACAU,2001,APA,arrasto de praia,active,0.7
MACAU,2001,CPL,covo peixe e lagosta,passive,0.18
MACAU,2001,CUR,curral,passive,2.41
MACAU,2001,JER,jereré,active,1.26
MACAU,2001,LIJ,linha e jereré,mixed,10.62
MACAU,2001,LIN,linha,passive,10.06
MACAU,2001,MEL,mergulho livre,active,0.23
MACAU,2001,PUC,puçá,active,2.39
MACAU,2001,RAG,rede agulha,passive,4.33
MACAU,2001,RES,rede de espera,passive,63.26000000000001
MACAU,2001,RTP,rede de tapagem,passive,0.11
MACAU,2001,SRD,sardinheira,passive,127.56
MACAU,2001,TRF,tarrafa,active,0.12
MACAU,2001,TRM,tremalho,passive,1.28
MACAU,2002,APA,arrasto de praia,active,8.34
MACAU,2002,CPL,covo peixe e lagosta,passive,0.9199999999999999
MACAU,2002,CUR,curral,passive,2.04
MACAU,2002,CVL,covo lagosta,passive,0.04
MACAU,2002,LIJ,linha e jereré,mixed,28.02
MACAU,2002,LIN,linha,passive,9.67
MACAU,2002,PUC,puçá,active,1.44
MACAU,2002,RAG,rede agulha,passive,3.37
MACAU,2002,RES,rede de espera,passive,70.65
MACAU,2002,RTP,rede de tapagem,passive,1.2
MACAU,2002,SRD,sardinheira,passive,122.98
MACAU,2002,TRF,tarrafa,active,0.06
MACAU,2002,TRM,tremalho,passive,3.95
MACAU,2003,APA,arrasto de praia,active,18.16
MACAU,2003,CPL,covo peixe e lagosta,passive,0.36
MACAU,2003,CUR,curral,passive,0.06
MACAU,2003,CVL,covo lagosta,passive,0.07
MACAU,2003,LCL,linha e covo lagosta,mixed,0.13
MACAU,2003,LIJ,linha e jereré,mixed,41.31
MACAU,2003,LIN,linha,passive,21.43
MACAU,2003,MEL,mergulho livre,active,0.39
MACAU,2003,PUC,puçá,active,1.8
MACAU,2003,RAG,rede agulha,passive,4.38
MACAU,2003,RES,rede de espera,passive,71.57
MACAU,2003,RTP,rede de tapagem,passive,4.59
MACAU,2003,SRD,sardinheira,passive,211.88
MACAU,2003,TRF,tarrafa,active,0.1
MACAU,2003,TRM,tremalho,passive,1.47
MACAU,2004,APA,arrasto de praia,active,27.75
MACAU,2004,CPL,covo peixe e lagosta,passive,0.37
MACAU,2004,CUR,curral,passive,3.36
MACAU,2004,CVL,covo lagosta,passive,0.0
MACAU,2004,LIJ,linha e jereré,mixed,93.57
MACAU,2004,LIN,linha,passive,17.22
MACAU,2004,LML,linha e mergulho livre,mixed,0.27
MACAU,2004,MEL,mergulho livre,active,0.91
MACAU,2004,PUC,puçá,active,1.95
MACAU,2004,RAG,rede agulha,passive,3.91
MACAU,2004,RES,rede de espera,passive,115.88
MACAU,2004,RTP,rede de tapagem,passive,2.86
MACAU,2004,SRD,sardinheira,passive,417.26
MACAU,2004,TRF,tarrafa,active,0.16
MACAU,2004,TRM,tremalho,passive,2.61
MACAU,2005,APA,arrasto de praia,active,7.94
MACAU,2005,CPL,covo peixe e lagosta,passive,0.02
MACAU,2005,CUR,curral,passive,3.71
MACAU,2005,CVL,covo lagosta,passive,0.04
MACAU,2005,LIJ,linha e jereré,mixed,74.13
MACAU,2005,LIN,linha,passive,18.67
MACAU,2005,MEL,mergulho livre,active,0.3
MACAU,2005,PUC,puçá,active,6.88
MACAU,2005,RAG,rede agulha,passive,2.12
MACAU,2005,RES,rede de espera,passive,125.78
MACAU,2005,RTP,rede de tapagem,passive,3.2
MACAU,2005,SRD,sardinheira,passive,140.28
MACAU,2005,TRF,tarrafa,active,3.14
MACAU,2005,TRM,tremalho,passive,4.56
MACAU,2006,APA,arrasto de praia,active,1.68
MACAU,2006,CUR,curral,passive,0.35
MACAU,2006,CVP,covo peixe,passive,0.37
MACAU,2006,LCL,linha e covo lagosta,mixed,0.18
MACAU,2006,LIJ,linha e jereré,mixed,16.76
MACAU,2006,LIN,linha,passive,26.68
MACAU,2006,MEL,mergulho livre,active,0.16
MACAU,2006,PUC,puçá,active,1.29
MACAU,2006,RAG,rede agulha,passive,7.07
MACAU,2006,RES,rede de espera,passive,83.12
MACAU,2006,RTP,rede de tapagem,passive,0.79
MACAU,2006,SRD,sardinheira,passive,76.11
MACAU,2006,TRF,tarrafa,active,0.11
MACAU,2006,TRM,tremalho,passive,2.0
MACAU,2007,APA,arrasto de praia,active,2.12
MACAU,2007,APO,arrasto de porta,active,0.11
MACAU,2007,CMN,coleta manual,active,1.92
MACAU,2007,CUR,curral,passive,0.56
MACAU,2007,CVL,covo lagosta,passive,0.04
MACAU,2007,CVP,covo peixe,passive,4.61
MACAU,2007,LCP,linha e covo peixe,mixed,0.99
MACAU,2007,LIJ,linha e jereré,mixed,32.7
MACAU,2007,LIN,linha,passive,21.08
MACAU,2007,MEL,mergulho livre,active,0.77
MACAU,2007,PUC,puçá,active,3.07
MACAU,2007,RAG,rede agulha,passive,3.77
MACAU,2007,RES,rede de espera,passive,132.42
MACAU,2007,RTP,rede de tapagem,passive,8.86
MACAU,2007,SRD,sardinheira,passive,152.64
MACAU,2007,TRF,tarrafa,active,0.09
MACAU,2007,TRM,tremalho,passive,3.92
MACAU,2008,APA,arrasto de praia,active,34.96
MACAU,2008,APO,arrasto de porta,active,17.05
MACAU,2008,CMN,coleta manual,active,6.7
MACAU,2008,CPL,covo peixe e lagosta,passive,1.75
MACAU,2008,CUR,curral,passive,0.13
MACAU,2008,CVP,covo peixe,passive,36.2
MACAU,2008,LIJ,linha e jereré,mixed,151.36
MACAU,2008,LIN,linha,passive,49.3
MACAU,2008,MEL,mergulho livre,active,0.03
MACAU,2008,PUC,puçá,active,4.53
MACAU,2008,RAG,rede agulha,passive,14.25
MACAU,2008,RES,rede de espera,passive,277.3
MACAU,2008,RTP,rede de tapagem,passive,5.81
MACAU,2008,SRD,sardinheira,passive,340.25
MACAU,2008,TRF,tarrafa,active,15.32
MACAU,2008,TRM,tremalho,passive,14.87
MACAU,2009,APA,arrasto de praia,active,83.6513
MACAU,2009,APO,arrasto de porta,active,24.624
MACAU,2009,CMN,coleta manual,active,20.1358
MACAU,2009,CMP,compressor,active,1.887
MACAU,2009,CUR,curral,passive,1.304
MACAU,2009,CVL,covo lagosta,passive,0.0
MACAU,2009,CVP,covo peixe,passive,0.0
MACAU,2009,ESP,espinhel,passive,0.0
MACAU,2009,LCP,linha e covo peixe,mixed,0.0
MACAU,2009,LIJ,linha e jereré,passive,250.2625
MACAU,2009,LIN,linha,passive,129.3012
MACAU,2009,MEL,mergulho livre,active,0.05
MACAU,2009,PUC,puçá/mangote,active,11.9696
MACAU,2009,RAG,rede agulha,passive,30.5935
MACAU,2009,RCA,rede caçoeira,passive,0.0
MACAU,2009,RES,rede de espera,passive,213.3969
MACAU,2009,RTP,rede de tapagem,passive,1.809
MACAU,2009,SRD,sardinheira,active,1286.4088
MACAU,2009,TNR,tainheira,active,319.5689
MACAU,2009,TRF,tarrafa,active,13.4273
MACAU,2009,TRM,tresmalho,passive,18.062
MACAU,2010,APA,arrasto de praia,active,37.95
MACAU,2010,APO,arrasto de porta,active,0.0
MACAU,2010,CMN,coleta manual,active,50.613
MACAU,2010,CMP,compressor,active,2.902
MACAU,2010,CUR,curral,passive,6.349
MACAU,2010,CVL,covo lagosta,passive,0.0
MACAU,2010,CVP,covo peixe,passive,1.111
MACAU,2010,ESP,espinhel,passive,0.0
MACAU,2010,LCP,linha e covo peixe,passive,0.0
MACAU,2010,LES,linha e espinhel,passive,0.0
MACAU,2010,LIJ,linha e jereré,passive,312.87
MACAU,2010,LIN,linha,passive,92.489
MACAU,2010,LRE,linha e rede de espera,passive,0.0
MACAU,2010,MEL,mergulho livre,active,0.041
MACAU,2010,PUC,puçá,active,16.982
MACAU,2010,RAG,rede de agulha,passive,11.459
MACAU,2010,RCA,rede caçoeira,passive,0.0
MACAU,2010,RES,rede de espera,passive,193.485
MACAU,2010,RTP,rede de tapagem,passive,2.956
MACAU,2010,SRD,sardinheira,active,1065.63
MACAU,2010,TNR,tainheira,active,258.171
MACAU,2010,TRF,tarrafa,active,11.127
MACAU,2010,TRM,tresmalho,passive,17.111
MACAU,2011,APO,arrasto de porta,active,0.017
MACAU,2011,CMN,coleta manual,active,72.83
MACAU,2011,CMP,compressor,active,5.73
MACAU,2011,CUR,curral,passive,8.338
MACAU,2011,CVP,covo peixe,passive,0.359
MACAU,2011,JER,jereré,active,18.147
MACAU,2011,LIJ,linha e jereré,mixed,296.588
MACAU,2011,LIN,linha,passive,86.983
MACAU,2011,LRE,linha e rede de espera,mixed,60.749
MACAU,2011,PUC,puçá,active,16.031
MACAU,2011,RAG,rede agulha,passive,42.893
MACAU,2011,RCA,rede caçoeira,passive,8.265
MACAU,2011,RES,rede de espera,passive,169.356
MACAU,2011,SRD,sardinheira,passive,648.525
MACAU,2011,TNR,traineira,active,221.783
MACAU,2011,TRF,tarrafa,active,10.676
MACAU,2011,TRM,tremalho,passive,85.414
MACAU,2012,APA,arrasto de praia,active,0.9
MACAU,2012,APO,arrasto de porta,active,0.0
MACAU,2012,CMN,coleta manual,active,33.2
MACAU,2012,CMP,compressor,active,0.0
MACAU,2012,CPL,covo peixe e lagosta,passive,0.1
MACAU,2012,CUR,curral,passive,35.7
MACAU,2012,CVL,covo lagosta,passive,0.4
MACAU,2012,CVP,covo peixe,passive,0.1
MACAU,2012,JER,jereré,active,1.7
MACAU,2012,LCL,linha e covo lagosta,mixed,0.0
MACAU,2012,LCP,linha e covo peixe,mixed,0.0
MACAU,2012,LES,linha e espinhel,mixed,0.0
MACAU,2012,LIJ,linha e jereré,mixed,317.0
MACAU,2012,LIN,linha,passive,63.1
MACAU,2012,LML,linha e mergulho livre,mixed,0.0
MACAU,2012,LRE,linha e rede de espera,mixed,34.5
MACAU,2012,MEL,mergulho livre,active,0.0
MACAU,2012,PUC,puçá,active,7.9
MACAU,2012,RAG,rede agulha,passive,57.7
MACAU,2012,RCA,rede caçoeira,passive,12.1
MACAU,2012,RES,rede de espera,passive,219.6
MACAU,2012,RTP,rede de tapagem,passive,2.8
MACAU,2012,SRD,sardinheira,passive,70.3
MACAU,2012,TNR,traineira,active,179.1
MACAU,2012,TRF,tarrafa,active,6.8
MACAU,2012,TRM,tremalho,passive,43.2
MACAU,2013,APA,arrasto de praia,active,0.0
MACAU,2013,APO,arrasto de porta,active,0.0
MACAU,2013,CMN,coleta manual,active,34.3
MACAU,2013,CMP,compressor,active,0.0
MACAU,2013,CPL,covo peixe e lagosta,passive,0.0
MACAU,2013,CUR,curral,passive,6.9
MACAU,2013,CVL,covo lagosta,passive,1.1
MACAU,2013,CVP,covo peixe,passive,0.0
MACAU,2013,ESP,espinhel,passive,0.0
MACAU,2013,JER,jereré,active,0.8
MACAU,2013,LCL,linha e covo lagosta,passive,0.0
MACAU,2013,LCP,linha e covo peixe,passive,0.0
MACAU,2013,LES,linha e espinhel,passive,0.0
MACAU,2013,LIJ,linha e jereré,passive,403.9
MACAU,2013,LIN,linha,passive,71.2
MACAU,2013,LML,linha e mergulho livre,mixed,0.0
MACAU,2013,LRE,linha e rede de espera,passive,125.7
MACAU,2013,MEL,mergulho livre,active,0.0
MACAU,2013,PUC,puçá,active,6.8
MACAU,2013,RAG,rede agulha,passive,50.6
MACAU,2013,RCA,rede caçoeira,passive,24.3
MACAU,2013,RES,rede de espera,passive,396.6
MACAU,2013,RTP,rede de tapagem,passive,3.1
MACAU,2013,SRD,sardinheira,active,103.4
MACAU,2013,TNR,tainheira,active,180.3
MACAU,2013,TRF,tarrafa,active,9.4
MACAU,2013,TRM,tresmalho,passive,51.8
MACAU,2014,APA,arrasto de praia,active,0.0
MACAU,2014,APO,arrasto de porta,active,0.0
MACAU,2014,CMN,coleta manual,active,15.9
MACAU,2014,CMP,compressor,active,0.0
MACAU,2014,CPL,covo peixe e lagosta,passive,0.0
MACAU,2014,CUR,curral,passive,1.6
MACAU,2014,CVL,covo lagosta,passive,0.1
MACAU,2014,CVP,covo peixe,passive,0.0
MACAU,2014,JER,jereré,active,0.0
MACAU,2014,LCP,linha e covo peixe,mixed,0.0
MACAU,2014,LES,linha e espinhel,mixed,0.0
MACAU,2014,LIJ,linha e jereré,mixed,345.3
MACAU,2014,LIN,linha,passive,24.8
MACAU,2014,LML,linha e mergulho livre,mixed,0.0
MACAU,2014,LRE,linha e rede de espera,mixed,13.6
MACAU,2014,MEL,mergulho livre,active,0.0
MACAU,2014,PUC,puçá,active,2.1
MACAU,2014,RAG,rede agulha,passive,27.6
MACAU,2014,RCA,rede caçoeira,passive,10.1
MACAU,2014,RES,rede de espera,passive,215.8
MACAU,2014,RTP,rede de tapagem,passive,0.2
MACAU,2014,SRD,sardinheira,passive,47.9
MACAU,2014,TNR,traineira,active,93.9
MACAU,2014,TRF,tarrafa,active,3.4
MACAU,2014,TRM,tremalho,passive,16.5
MACAU,2015,APA,arrasto de praia,active,0.0
MACAU,2015,APO,arrasto de porta,active,0.0
MACAU,2015,CMN,coleta manual,active,16.9
MACAU,2015,CMP,compressor,active,0.0
MACAU,2015,COQ,coqueiro,active,0.0
MACAU,2015,CPL,covo peixe e lagosta,passive,0.0
MACAU,2015,CUR,curral,passive,3.8
MACAU,2015,CVL,covo lagosta,passive,0.0
MACAU,2015,CVP,covo peixe,passive,0.1
MACAU,2015,JER,jereré,active,0.0
